ENSG00000004139.14	protein_coding	SARM1
ENSG00000004142.12	protein_coding	POLDIP2
ENSG00000004399.13	protein_coding	PLXND1
ENSG00000004455.18	protein_coding	AK2
ENSG00000004468.13	protein_coding	CD38
ENSG00000004478.8	protein_coding	FKBP4
ENSG00000004487.18	protein_coding	KDM1A
ENSG00000004534.15	protein_coding	RBM6
ENSG00000004660.15	protein_coding	CAMKK1
ENSG00000004700.16	protein_coding	RECQL
ENSG00000004766.17	protein_coding	VPS50
ENSG00000004776.13	protein_coding	HSPB6
ENSG00000004777.19	protein_coding	ARHGAP33
ENSG00000004779.10	protein_coding	NDUFAB1
ENSG00000004799.8	protein_coding	PDK4
ENSG00000004809.14	protein_coding	SLC22A16
ENSG00000004838.14	protein_coding	ZMYND10
ENSG00000004846.17	protein_coding	ABCB5
ENSG00000004848.8	protein_coding	ARX
ENSG00000004864.14	protein_coding	SLC25A13
ENSG00000004866.22	protein_coding	ST7
ENSG00000004897.12	protein_coding	CDC27
ENSG00000004939.16	protein_coding	SLC4A1
ENSG00000004948.16	protein_coding	CALCR
ENSG00000004961.15	protein_coding	HCCS
ENSG00000004975.12	protein_coding	DVL2
ENSG00000005001.10	protein_coding	PRSS22
ENSG00000005007.14	protein_coding	UPF1
ENSG00000005020.13	protein_coding	SKAP2
ENSG00000005022.6	protein_coding	SLC25A5
ENSG00000005059.16	protein_coding	MCUB
ENSG00000005073.6	protein_coding	HOXA11
ENSG00000005075.16	protein_coding	POLR2J
ENSG00000005100.13	protein_coding	DHX33
ENSG00000005102.14	protein_coding	MEOX1
ENSG00000005108.17	protein_coding	THSD7A
ENSG00000005156.12	protein_coding	LIG3
ENSG00000005175.10	protein_coding	RPAP3
ENSG00000005187.12	protein_coding	ACSM3
ENSG00000005189.20	protein_coding	REXO5
ENSG00000005194.15	protein_coding	CIAPIN1
ENSG00000005206.17	protein_coding	SPPL2B
ENSG00000005238.20	protein_coding	ATOSB
ENSG00000005243.10	protein_coding	COPZ2
ENSG00000005249.14	protein_coding	PRKAR2B
ENSG00000005302.19	protein_coding	MSL3
ENSG00000005339.15	protein_coding	CREBBP
ENSG00000005379.17	protein_coding	TSPOAP1
ENSG00000005381.9	protein_coding	MPO
ENSG00000005421.9	protein_coding	PON1
ENSG00000005436.14	protein_coding	GCFC2
ENSG00000005448.17	protein_coding	WDR54
ENSG00000005469.12	protein_coding	CROT
ENSG00000005471.19	protein_coding	ABCB4
ENSG00000005483.23	protein_coding	KMT2E
ENSG00000005486.17	protein_coding	RHBDD2
ENSG00000005513.10	protein_coding	SOX8
ENSG00000005700.15	protein_coding	IBTK
ENSG00000005801.18	protein_coding	ZNF195
ENSG00000005810.20	protein_coding	MYCBP2
ENSG00000005812.11	protein_coding	FBXL3
ENSG00000005844.19	protein_coding	ITGAL
ENSG00000005882.12	protein_coding	PDK2
ENSG00000005884.18	protein_coding	ITGA3
ENSG00000005889.16	protein_coding	ZFX
ENSG00000005893.17	protein_coding	LAMP2
ENSG00000005961.19	protein_coding	ITGA2B
ENSG00000005981.13	protein_coding	ASB4
ENSG00000006007.12	protein_coding	GDE1
ENSG00000006015.18	protein_coding	REX1BD
ENSG00000006016.12	protein_coding	CRLF1
ENSG00000006025.12	protein_coding	OSBPL7
ENSG00000006042.12	protein_coding	TMEM98
ENSG00000006047.13	protein_coding	YBX2
ENSG00000006059.4	protein_coding	KRT33A
ENSG00000006062.18	protein_coding	MAP3K14
ENSG00000006071.16	protein_coding	ABCC8
ENSG00000006116.4	protein_coding	CACNG3
ENSG00000006118.15	protein_coding	TMEM132A
ENSG00000006125.18	protein_coding	AP2B1
ENSG00000006128.12	protein_coding	TAC1
ENSG00000006194.11	protein_coding	ZNF263
ENSG00000006210.7	protein_coding	CX3CL1
ENSG00000006282.21	protein_coding	SPATA20
ENSG00000006283.18	protein_coding	CACNA1G
ENSG00000006327.14	protein_coding	TNFRSF12A
ENSG00000006377.11	protein_coding	DLX6
ENSG00000006432.16	protein_coding	MAP3K9
ENSG00000006451.8	protein_coding	RALA
ENSG00000006453.14	protein_coding	BAIAP2L1
ENSG00000006459.11	protein_coding	KDM7A
ENSG00000006468.15	protein_coding	ETV1
ENSG00000006530.18	protein_coding	AGK
ENSG00000006534.17	protein_coding	ALDH3B1
ENSG00000006555.11	protein_coding	TTC22
ENSG00000006576.17	protein_coding	PHTF2
ENSG00000006606.9	protein_coding	CCL26
ENSG00000006607.14	protein_coding	FARP2
ENSG00000006611.17	protein_coding	USH1C
ENSG00000006625.18	protein_coding	GGCT
ENSG00000006634.8	protein_coding	DBF4
ENSG00000006638.13	protein_coding	TBXA2R
ENSG00000006652.15	protein_coding	IFRD1
ENSG00000006659.13	protein_coding	LGALS14
ENSG00000006695.12	protein_coding	COX10
ENSG00000006704.11	protein_coding	GTF2IRD1
ENSG00000006712.15	protein_coding	PAF1
ENSG00000006715.16	protein_coding	VPS41
ENSG00000006740.18	protein_coding	ARHGAP44
ENSG00000006744.19	protein_coding	ELAC2
ENSG00000006747.15	protein_coding	SCIN
ENSG00000006756.16	protein_coding	ARSD
ENSG00000006757.12	protein_coding	PNPLA4
ENSG00000006788.14	protein_coding	MYH13
ENSG00000006831.10	protein_coding	ADIPOR2
ENSG00000006837.12	protein_coding	CDKL3
ENSG00000007001.13	protein_coding	UPP2
ENSG00000007038.11	protein_coding	PRSS21
ENSG00000007047.16	protein_coding	MARK4
ENSG00000007062.12	protein_coding	PROM1
ENSG00000007080.11	protein_coding	CCDC124
ENSG00000007129.18	protein_coding	CEACAM21
ENSG00000007168.14	protein_coding	PAFAH1B1
ENSG00000007171.19	protein_coding	NOS2
ENSG00000007174.18	protein_coding	DNAH9
ENSG00000007202.15	protein_coding	BLTP2
ENSG00000007216.16	protein_coding	SLC13A2
ENSG00000007237.19	protein_coding	GAS7
ENSG00000007255.10	protein_coding	TRAPPC6A
ENSG00000007264.15	protein_coding	MATK
ENSG00000007306.15	protein_coding	CEACAM7
ENSG00000007312.14	protein_coding	CD79B
ENSG00000007314.12	protein_coding	SCN4A
ENSG00000007341.19	protein_coding	ST7L
ENSG00000007350.17	protein_coding	TKTL1
ENSG00000007372.25	protein_coding	PAX6
ENSG00000007376.8	protein_coding	RPUSD1
ENSG00000007384.15	protein_coding	RHBDF1
ENSG00000007392.17	protein_coding	LUC7L
ENSG00000007402.12	protein_coding	CACNA2D2
ENSG00000007516.14	protein_coding	BAIAP3
ENSG00000007520.4	protein_coding	TSR3
ENSG00000007541.17	protein_coding	PIGQ
ENSG00000007545.16	protein_coding	CRAMP1
ENSG00000007866.22	protein_coding	TEAD3
ENSG00000007908.16	protein_coding	SELE
ENSG00000007923.17	protein_coding	DNAJC11
ENSG00000007933.13	protein_coding	FMO3
ENSG00000007944.15	protein_coding	MYLIP
ENSG00000007952.18	protein_coding	NOX1
ENSG00000007968.7	protein_coding	E2F2
ENSG00000008018.9	protein_coding	PSMB1
ENSG00000008056.14	protein_coding	SYN1
ENSG00000008083.14	protein_coding	JARID2
ENSG00000008086.13	protein_coding	CDKL5
ENSG00000008118.10	protein_coding	CAMK1G
ENSG00000008128.23	protein_coding	CDK11A
ENSG00000008130.15	protein_coding	NADK
ENSG00000008196.13	protein_coding	TFAP2B
ENSG00000008197.5	protein_coding	TFAP2D
ENSG00000008226.20	protein_coding	DLEC1
ENSG00000008256.16	protein_coding	CYTH3
ENSG00000008277.15	protein_coding	ADAM22
ENSG00000008282.10	protein_coding	SYPL1
ENSG00000008283.16	protein_coding	CYB561
ENSG00000008294.22	protein_coding	SPAG9
ENSG00000008300.17	protein_coding	CELSR3
ENSG00000008311.16	protein_coding	AASS
ENSG00000008323.16	protein_coding	PLEKHG6
ENSG00000008324.12	protein_coding	SS18L2
ENSG00000008382.16	protein_coding	MPND
ENSG00000008394.13	protein_coding	MGST1
ENSG00000008405.12	protein_coding	CRY1
ENSG00000008438.5	protein_coding	PGLYRP1
ENSG00000008441.19	protein_coding	NFIX
ENSG00000008513.16	protein_coding	ST3GAL1
ENSG00000008516.18	protein_coding	MMP25
ENSG00000008517.19	protein_coding	IL32
ENSG00000008710.20	protein_coding	PKD1
ENSG00000008735.14	protein_coding	MAPK8IP2
ENSG00000008838.21	protein_coding	MED24
ENSG00000008853.18	protein_coding	RHOBTB2
ENSG00000008869.12	protein_coding	HEATR5B
ENSG00000008952.17	protein_coding	SEC62
ENSG00000008988.11	protein_coding	RPS20
ENSG00000009307.17	protein_coding	CSDE1
ENSG00000009335.18	protein_coding	UBE3C
ENSG00000009413.16	protein_coding	REV3L
ENSG00000009694.14	protein_coding	TENM1
ENSG00000009709.12	protein_coding	PAX7
ENSG00000009724.18	protein_coding	MASP2
ENSG00000009765.15	protein_coding	IYD
ENSG00000009780.16	protein_coding	FAM76A
ENSG00000009790.15	protein_coding	TRAF3IP3
ENSG00000009830.13	protein_coding	POMT2
ENSG00000009844.16	protein_coding	VTA1
ENSG00000009950.16	protein_coding	MLXIPL
ENSG00000009954.11	protein_coding	BAZ1B
ENSG00000010017.13	protein_coding	RANBP9
ENSG00000010030.14	protein_coding	ETV7
ENSG00000010072.16	protein_coding	SPRTN
ENSG00000010165.20	protein_coding	METTL13
ENSG00000010219.14	protein_coding	DYRK4
ENSG00000010244.19	protein_coding	ZNF207
ENSG00000010256.11	protein_coding	UQCRC1
ENSG00000010270.14	protein_coding	STARD3NL
ENSG00000010278.15	protein_coding	CD9
ENSG00000010282.15	protein_coding	HHATL
ENSG00000010292.13	protein_coding	NCAPD2
ENSG00000010295.20	protein_coding	IFFO1
ENSG00000010310.9	protein_coding	GIPR
ENSG00000010318.22	protein_coding	PHF7
ENSG00000010319.7	protein_coding	SEMA3G
ENSG00000010322.16	protein_coding	NISCH
ENSG00000010327.10	protein_coding	STAB1
ENSG00000010361.14	protein_coding	FUZ
ENSG00000010379.16	protein_coding	SLC6A13
ENSG00000010404.18	protein_coding	IDS
ENSG00000010438.17	protein_coding	PRSS3
ENSG00000010539.12	protein_coding	ZNF200
ENSG00000010610.10	protein_coding	CD4
ENSG00000010626.15	protein_coding	LRRC23
ENSG00000010671.18	protein_coding	BTK
ENSG00000010704.19	protein_coding	HFE
ENSG00000010803.17	protein_coding	SCMH1
ENSG00000010810.18	protein_coding	FYN
ENSG00000010818.11	protein_coding	HIVEP2
ENSG00000010932.17	protein_coding	FMO1
ENSG00000011007.13	protein_coding	ELOA
ENSG00000011009.11	protein_coding	LYPLA2
ENSG00000011021.23	protein_coding	CLCN6
ENSG00000011028.14	protein_coding	MRC2
ENSG00000011052.21	protein_coding	NME1-NME2
ENSG00000011083.9	protein_coding	SLC6A7
ENSG00000011105.14	protein_coding	TSPAN9
ENSG00000011114.15	protein_coding	BTBD7
ENSG00000011132.12	protein_coding	APBA3
ENSG00000011143.19	protein_coding	MKS1
ENSG00000011198.10	protein_coding	ABHD5
ENSG00000011201.12	protein_coding	ANOS1
ENSG00000011243.19	protein_coding	AKAP8L
ENSG00000011258.16	protein_coding	MBTD1
ENSG00000011260.14	protein_coding	UTP18
ENSG00000011275.19	protein_coding	RNF216
ENSG00000011295.16	protein_coding	TTC19
ENSG00000011304.22	protein_coding	PTBP1
ENSG00000011332.22	protein_coding	DPF1
ENSG00000011347.10	protein_coding	SYT7
ENSG00000011376.12	protein_coding	LARS2
ENSG00000011405.14	protein_coding	PIK3C2A
ENSG00000011422.12	protein_coding	PLAUR
ENSG00000011426.11	protein_coding	ANLN
ENSG00000011451.21	protein_coding	WIZ
ENSG00000011454.18	protein_coding	RABGAP1
ENSG00000011465.18	protein_coding	DCN
ENSG00000011478.13	protein_coding	QPCTL
ENSG00000011485.15	protein_coding	PPP5C
ENSG00000011523.15	protein_coding	CEP68
ENSG00000011566.15	protein_coding	MAP4K3
ENSG00000011590.14	protein_coding	ZBTB32
ENSG00000011600.12	protein_coding	TYROBP
ENSG00000011638.11	protein_coding	LDAF1
ENSG00000011677.13	protein_coding	GABRA3
ENSG00000012048.24	protein_coding	BRCA1
ENSG00000012061.16	protein_coding	ERCC1
ENSG00000012124.17	protein_coding	CD22
ENSG00000012171.20	protein_coding	SEMA3B
ENSG00000012174.12	protein_coding	MBTPS2
ENSG00000012211.13	protein_coding	PRICKLE3
ENSG00000012223.13	protein_coding	LTF
ENSG00000012232.10	protein_coding	EXTL3
ENSG00000012504.15	protein_coding	NR1H4
ENSG00000012660.14	protein_coding	ELOVL5
ENSG00000012779.12	protein_coding	ALOX5
ENSG00000012817.16	protein_coding	KDM5D
ENSG00000012822.16	protein_coding	CALCOCO1
ENSG00000012963.15	protein_coding	UBR7
ENSG00000012983.12	protein_coding	MAP4K5
ENSG00000013016.16	protein_coding	EHD3
ENSG00000013275.8	protein_coding	PSMC4
ENSG00000013288.9	protein_coding	MAN2B2
ENSG00000013293.6	protein_coding	SLC7A14
ENSG00000013297.12	protein_coding	CLDN11
ENSG00000013306.16	protein_coding	SLC25A39
ENSG00000013364.19	protein_coding	MVP
ENSG00000013374.17	protein_coding	NUB1
ENSG00000013375.17	protein_coding	PGM3
ENSG00000013392.8	protein_coding	RWDD2A
ENSG00000013441.17	protein_coding	CLK1
ENSG00000013503.10	protein_coding	POLR3B
ENSG00000013523.11	protein_coding	ANGEL1
ENSG00000013561.18	protein_coding	RNF14
ENSG00000013563.14	protein_coding	DNASE1L1
ENSG00000013573.17	protein_coding	DDX11
ENSG00000013583.10	protein_coding	HEBP1
ENSG00000013588.9	protein_coding	GPRC5A
ENSG00000013619.15	protein_coding	MAMLD1
ENSG00000013725.14	protein_coding	CD6
ENSG00000013810.21	protein_coding	TACC3
ENSG00000014123.10	protein_coding	UFL1
ENSG00000014138.10	protein_coding	POLA2
ENSG00000014164.7	protein_coding	ZC3H3
ENSG00000014216.16	protein_coding	CAPN1
ENSG00000014257.17	protein_coding	ACP3
ENSG00000014641.21	protein_coding	MDH1
ENSG00000014824.14	protein_coding	SLC30A9
ENSG00000014914.21	protein_coding	MTMR11
ENSG00000014919.13	protein_coding	COX15
ENSG00000015133.20	protein_coding	CCDC88C
ENSG00000015153.15	protein_coding	YAF2
ENSG00000015171.21	protein_coding	ZMYND11
ENSG00000015285.12	protein_coding	WAS
ENSG00000015413.10	protein_coding	DPEP1
ENSG00000015475.19	protein_coding	BID
ENSG00000015479.20	protein_coding	MATR3
ENSG00000015520.15	protein_coding	NPC1L1
ENSG00000015532.10	protein_coding	XYLT2
ENSG00000015568.13	protein_coding	RGPD5
ENSG00000015592.17	protein_coding	STMN4
ENSG00000015676.18	protein_coding	NUDCD3
ENSG00000016082.15	protein_coding	ISL1
ENSG00000016391.11	protein_coding	CHDH
ENSG00000016402.14	protein_coding	IL20RA
ENSG00000016490.16	protein_coding	CLCA1
ENSG00000016602.9	protein_coding	CLCA4
ENSG00000016864.19	protein_coding	GLT8D1
ENSG00000017260.20	protein_coding	ATP2C1
ENSG00000017427.17	protein_coding	IGF1
ENSG00000017483.16	protein_coding	SLC38A5
ENSG00000017797.13	protein_coding	RALBP1
ENSG00000018189.13	protein_coding	RUFY3
ENSG00000018236.15	protein_coding	CNTN1
ENSG00000018280.17	protein_coding	SLC11A1
ENSG00000018408.15	protein_coding	WWTR1
ENSG00000018510.18	protein_coding	AGPS
ENSG00000018610.15	protein_coding	STEEP1
ENSG00000018625.15	protein_coding	ATP1A2
ENSG00000018699.13	protein_coding	TTC27
ENSG00000018869.18	protein_coding	ZNF582
ENSG00000019102.12	protein_coding	VSIG2
ENSG00000019144.20	protein_coding	PHLDB1
ENSG00000019169.11	protein_coding	MARCO
ENSG00000019186.10	protein_coding	CYP24A1
ENSG00000019485.14	protein_coding	PRDM11
ENSG00000019505.8	protein_coding	SYT13
ENSG00000019549.13	protein_coding	SNAI2
ENSG00000019582.17	protein_coding	CD74
ENSG00000019991.18	protein_coding	HGF
ENSG00000019995.6	protein_coding	ZRANB1
ENSG00000020129.16	protein_coding	NCDN
ENSG00000020181.18	protein_coding	ADGRA2
ENSG00000020256.20	protein_coding	ZFP64
ENSG00000020426.11	protein_coding	MNAT1
ENSG00000020577.14	protein_coding	SAMD4A
ENSG00000020633.19	protein_coding	RUNX3
ENSG00000020922.13	protein_coding	MRE11
ENSG00000021300.14	protein_coding	PLEKHB1
ENSG00000021355.13	protein_coding	SERPINB1
ENSG00000021461.18	protein_coding	CYP3A43
ENSG00000021488.13	protein_coding	SLC7A9
ENSG00000021574.14	protein_coding	SPAST
ENSG00000021645.20	protein_coding	NRXN3
ENSG00000021762.20	protein_coding	OSBPL5
ENSG00000021776.11	protein_coding	AQR
ENSG00000021826.18	protein_coding	CPS1
ENSG00000021852.14	protein_coding	C8B
ENSG00000022267.19	protein_coding	FHL1
ENSG00000022277.13	protein_coding	RTF2
ENSG00000022355.18	protein_coding	GABRA1
ENSG00000022556.16	protein_coding	NLRP2
ENSG00000022567.10	protein_coding	SLC45A4
ENSG00000022840.17	protein_coding	RNF10
ENSG00000022976.16	protein_coding	ZNF839
ENSG00000023041.12	protein_coding	ZDHHC6
ENSG00000023171.20	protein_coding	GRAMD1B
ENSG00000023191.17	protein_coding	RNH1
ENSG00000023228.14	protein_coding	NDUFS1
ENSG00000023287.13	protein_coding	RB1CC1
ENSG00000023318.9	protein_coding	ERP44
ENSG00000023330.15	protein_coding	ALAS1
ENSG00000023445.16	protein_coding	BIRC3
ENSG00000023516.9	protein_coding	AKAP11
ENSG00000023572.10	protein_coding	GLRX2
ENSG00000023608.5	protein_coding	SNAPC1
ENSG00000023697.13	protein_coding	DERA
ENSG00000023734.11	protein_coding	STRAP
ENSG00000023839.12	protein_coding	ABCC2
ENSG00000023892.12	protein_coding	DEF6
ENSG00000023902.14	protein_coding	PLEKHO1
ENSG00000023909.10	protein_coding	GCLM
ENSG00000024048.11	protein_coding	UBR2
ENSG00000024422.12	protein_coding	EHD2
ENSG00000024526.17	protein_coding	DEPDC1
ENSG00000024862.18	protein_coding	CCDC28A
ENSG00000025039.15	protein_coding	RRAGD
ENSG00000025156.13	protein_coding	HSF2
ENSG00000025293.17	protein_coding	PHF20
ENSG00000025423.11	protein_coding	HSD17B6
ENSG00000025434.19	protein_coding	NR1H3
ENSG00000025708.14	protein_coding	TYMP
ENSG00000025770.19	protein_coding	NCAPH2
ENSG00000025772.8	protein_coding	TOMM34
ENSG00000025796.14	protein_coding	SEC63
ENSG00000025800.14	protein_coding	KPNA6
ENSG00000026025.16	protein_coding	VIM
ENSG00000026036.23	protein_coding	RTEL1-TNFRSF6B
ENSG00000026103.25	protein_coding	FAS
ENSG00000026297.17	protein_coding	RNASET2
ENSG00000026508.21	protein_coding	CD44
ENSG00000026559.14	protein_coding	KCNG1
ENSG00000026652.15	protein_coding	AGPAT4
ENSG00000026751.17	protein_coding	SLAMF7
ENSG00000026950.17	protein_coding	BTN3A1
ENSG00000027001.10	protein_coding	MIPEP
ENSG00000027075.17	protein_coding	PRKCH
ENSG00000027644.5	protein_coding	INSRR
ENSG00000027697.16	protein_coding	IFNGR1
ENSG00000027847.14	protein_coding	B4GALT7
ENSG00000027869.12	protein_coding	SH2D2A
ENSG00000028116.18	protein_coding	VRK2
ENSG00000028137.19	protein_coding	TNFRSF1B
ENSG00000028203.19	protein_coding	VEZT
ENSG00000028277.22	protein_coding	POU2F2
ENSG00000028310.18	protein_coding	BRD9
ENSG00000028528.15	protein_coding	SNX1
ENSG00000028839.10	protein_coding	TBPL1
ENSG00000029153.15	protein_coding	BMAL2
ENSG00000029363.17	protein_coding	BCLAF1
ENSG00000029364.12	protein_coding	SLC39A9
ENSG00000029534.22	protein_coding	ANK1
ENSG00000029559.7	protein_coding	IBSP
ENSG00000029639.11	protein_coding	TFB1M
ENSG00000029725.17	protein_coding	RABEP1
ENSG00000029993.15	protein_coding	HMGB3
ENSG00000030066.14	protein_coding	NUP160
ENSG00000030110.14	protein_coding	BAK1
ENSG00000030304.15	protein_coding	MUSK
ENSG00000030419.17	protein_coding	IKZF2
ENSG00000030582.18	protein_coding	GRN
ENSG00000031003.11	protein_coding	FAM13B
ENSG00000031081.11	protein_coding	ARHGAP31
ENSG00000031691.7	protein_coding	CENPQ
ENSG00000031698.13	protein_coding	SARS1
ENSG00000031823.14	protein_coding	RANBP3
ENSG00000032219.19	protein_coding	ARID4A
ENSG00000032389.13	protein_coding	EIPR1
ENSG00000032444.17	protein_coding	PNPLA6
ENSG00000032742.18	protein_coding	IFT88
ENSG00000033011.14	protein_coding	ALG1
ENSG00000033030.15	protein_coding	ZCCHC8
ENSG00000033050.9	protein_coding	ABCF2
ENSG00000033100.17	protein_coding	CHPF2
ENSG00000033122.21	protein_coding	LRRC7
ENSG00000033170.17	protein_coding	FUT8
ENSG00000033178.13	protein_coding	UBA6
ENSG00000033327.13	protein_coding	GAB2
ENSG00000033627.18	protein_coding	ATP6V0A1
ENSG00000033800.14	protein_coding	PIAS1
ENSG00000033867.17	protein_coding	SLC4A7
ENSG00000034053.15	protein_coding	APBA2
ENSG00000034152.19	protein_coding	MAP2K3
ENSG00000034239.11	protein_coding	CLXN
ENSG00000034510.6	protein_coding	TMSB10
ENSG00000034533.12	protein_coding	ASTE1
ENSG00000034677.13	protein_coding	RNF19A
ENSG00000034693.15	protein_coding	PEX3
ENSG00000034713.8	protein_coding	GABARAPL2
ENSG00000034971.17	protein_coding	MYOC
ENSG00000035115.22	protein_coding	SH3YL1
ENSG00000035141.9	protein_coding	FAM136A
ENSG00000035403.18	protein_coding	VCL
ENSG00000035499.13	protein_coding	DEPDC1B
ENSG00000035664.11	protein_coding	DAPK2
ENSG00000035681.9	protein_coding	NSMAF
ENSG00000035687.10	protein_coding	ADSS2
ENSG00000035720.8	protein_coding	STAP1
ENSG00000035862.13	protein_coding	TIMP2
ENSG00000035928.17	protein_coding	RFC1
ENSG00000036054.13	protein_coding	TBC1D23
ENSG00000036257.14	protein_coding	CUL3
ENSG00000036448.10	protein_coding	MYOM2
ENSG00000036473.8	protein_coding	OTC
ENSG00000036530.9	protein_coding	CYP46A1
ENSG00000036549.13	protein_coding	ZZZ3
ENSG00000036565.15	protein_coding	SLC18A1
ENSG00000036672.16	protein_coding	USP2
ENSG00000036828.17	protein_coding	CASR
ENSG00000037042.9	protein_coding	TUBG2
ENSG00000037241.7	protein_coding	RPL26L1
ENSG00000037280.16	protein_coding	FLT4
ENSG00000037474.15	protein_coding	NSUN2
ENSG00000037637.11	protein_coding	FBXO42
ENSG00000037749.13	protein_coding	MFAP3
ENSG00000037757.14	protein_coding	MRI1
ENSG00000037897.17	protein_coding	METTL1
ENSG00000037965.6	protein_coding	HOXC8
ENSG00000038002.9	protein_coding	AGA
ENSG00000038210.14	protein_coding	PI4K2B
ENSG00000038219.13	protein_coding	BOD1L1
ENSG00000038274.18	protein_coding	MAT2B
ENSG00000038295.8	protein_coding	TLL1
ENSG00000038358.15	protein_coding	EDC4
ENSG00000038382.23	protein_coding	TRIO
ENSG00000038427.16	protein_coding	VCAN
ENSG00000038532.17	protein_coding	CLEC16A
ENSG00000038945.15	protein_coding	MSR1
ENSG00000039068.20	protein_coding	CDH1
ENSG00000039123.16	protein_coding	MTREX
ENSG00000039139.11	protein_coding	DNAH5
ENSG00000039319.17	protein_coding	ZFYVE16
ENSG00000039523.20	protein_coding	RIPOR1
ENSG00000039537.16	protein_coding	C6
ENSG00000039560.14	protein_coding	RAI14
ENSG00000039600.11	protein_coding	SOX30
ENSG00000039650.12	protein_coding	PNKP
ENSG00000039987.7	protein_coding	BEST2
ENSG00000040199.18	protein_coding	PHLPP2
ENSG00000040275.17	protein_coding	SPDL1
ENSG00000040341.18	protein_coding	STAU2
ENSG00000040487.13	protein_coding	SLC66A1
ENSG00000040531.16	protein_coding	CTNS
ENSG00000040608.14	protein_coding	RTN4R
ENSG00000040633.13	protein_coding	PHF23
ENSG00000040731.10	protein_coding	CDH10
ENSG00000040933.16	protein_coding	INPP4A
ENSG00000041353.10	protein_coding	RAB27B
ENSG00000041357.16	protein_coding	PSMA4
ENSG00000041515.16	protein_coding	MYO16
ENSG00000041802.11	protein_coding	LSG1
ENSG00000041880.15	protein_coding	PARP3
ENSG00000041982.17	protein_coding	TNC
ENSG00000041988.16	protein_coding	THAP3
ENSG00000042062.13	protein_coding	RIPOR3
ENSG00000042088.14	protein_coding	TDP1
ENSG00000042286.15	protein_coding	AIFM2
ENSG00000042317.17	protein_coding	SPATA7
ENSG00000042429.12	protein_coding	MED17
ENSG00000042445.14	protein_coding	RETSAT
ENSG00000042493.16	protein_coding	CAPG
ENSG00000042753.12	protein_coding	AP2S1
ENSG00000042781.14	protein_coding	USH2A
ENSG00000042813.8	protein_coding	ZPBP
ENSG00000042832.12	protein_coding	TG
ENSG00000042980.14	protein_coding	ADAM28
ENSG00000043039.7	protein_coding	BARX2
ENSG00000043093.15	protein_coding	DCUN1D1
ENSG00000043143.22	protein_coding	JADE2
ENSG00000043355.12	protein_coding	ZIC2
ENSG00000043462.13	protein_coding	LCP2
ENSG00000043514.17	protein_coding	TRIT1
ENSG00000043591.6	protein_coding	ADRB1
ENSG00000044012.4	protein_coding	GUCA2B
ENSG00000044090.13	protein_coding	CUL7
ENSG00000044115.21	protein_coding	CTNNA1
ENSG00000044446.12	protein_coding	PHKA2
ENSG00000044459.15	protein_coding	CNTLN
ENSG00000044524.11	protein_coding	EPHA3
ENSG00000044574.9	protein_coding	HSPA5
ENSG00000046604.14	protein_coding	DSG2
ENSG00000046647.14	protein_coding	GEMIN8
ENSG00000046651.16	protein_coding	OFD1
ENSG00000046653.15	protein_coding	GPM6B
ENSG00000046774.10	protein_coding	MAGEC2
ENSG00000046889.19	protein_coding	PREX2
ENSG00000047056.18	protein_coding	WDR37
ENSG00000047188.16	protein_coding	YTHDC2
