"","FBS10-HCC2429-diABZI-1","FBS10-HCC2429-diABZI-2","FBS10-HCC2429-MA2-1","FBS10-HCC2429-MA2-2","FBS10-HCC2429-mock-1","FBS10-HCC2429-mock-2"
"ENSG00000169972.13",178.925672229103,169.293242259475,182.686619541884,157.783329688264,206.076374155515,192.929001775854
"ENSG00000127054.22",751.659044101207,784.810030474479,818.068384363657,945.047796666877,857.365877502622,772.770263943723
"ENSG00000224051.7",226.011375447288,205.868942747633,186.133536891731,173.479053583955,191.75020910727,180.277919692192
"ENSG00000169962.5",0,1.04502001394738,0,0,1.10201269601879,2.10851368061043
"ENSG00000107404.21",541.057535161689,608.201648117373,681.340662819731,580.741784140572,618.229122466544,616.740251578551
"ENSG00000162576.17",124.135035757033,108.682081450527,147.068473593466,136.304970673107,133.343536218274,147.59595764273
"ENSG00000175756.14",885.211220501877,878.861831729743,876.665979311054,828.569003546222,953.240982056258,855.00229748753
"ENSG00000221978.13",798.744747319392,851.691311367111,924.92282220891,954.960885443103,904.752423431431,902.443855301265
"ENSG00000242485.6",792.752021455259,710.613609484216,677.893745469884,869.047449382478,817.693420445946,673.670120955033
"ENSG00000235098.9",196.903849821501,171.38328228737,151.664363393262,166.870327733137,177.424044059026,164.464067087614
"ENSG00000205116.4",0,1.04502001394738,0,2.47827219405649,2.20402539203759,1.05425684030522
"ENSG00000179403.12",572.733371872104,553.860607392109,418.22597178142,370.914738377122,468.355395807988,464.9272665746
"ENSG00000215915.10",15.4098665077696,26.1255003486844,10.3407520495406,10.7391795075781,9.91811426416915,10.5425684030522
"ENSG00000160072.20",639.509460072439,668.812808926321,574.486224974478,517.958888557807,683.247871531653,557.701868521459
"ENSG00000197785.14",620.675178785165,599.841488005794,616.99820562259,580.741784140572,558.720436881529,587.221060050005
"ENSG00000205090.9",0.85610369487609,3.13506004184213,0,1.65218146270433,2.20402539203759,1.05425684030522
"ENSG00000160075.12",1411.71499285067,1251.93397670896,1299.48784089227,1448.9631427917,1472.28896188111,1408.48713864777
"ENSG00000228594.4",106.156858164635,134.807581799212,127.535941944334,118.957065314712,83.7529648974284,93.8288587871642
"ENSG00000197530.13",524.791564959043,534.005227127109,451.54617282994,491.523985154538,545.496284529303,514.477338068945
"ENSG00000189409.14",3.42441477950436,0,4.59588979979583,3.30436292540866,4.40805078407518,2.10851368061043
"ENSG00000248333.9",336.448752086303,305.145844072634,353.883514584279,387.436553004165,404.438659438898,392.18354459354
"ENSG00000189339.12",509.381698451273,446.22354595553,496.356098377949,570.828695364346,553.210373401435,531.345447513829
"ENSG00000008128.23",21.4025923719022,24.0354603207896,19.5325316491323,28.0870848659736,24.2442793124135,20.0308799657991
"ENSG00000008130.15",702.86113349327,690.758229219216,734.193395517383,764.960017232105,725.124353980367,720.057421928462
"ENSG00000078369.19",3354.21427652452,3375.41464505002,3657.17930818753,3704.19083938311,3874.67663920208,3669.86806110246
"ENSG00000169885.10",3.42441477950436,6.27012008368426,1.14897244994896,0,8.81610156815036,4.21702736122086
"ENSG00000178821.13",64.2077771157067,79.4215210600006,63.1934847471926,48.7393531497777,63.9167363690901,71.6894651407546
"ENSG00000142609.20",1.71220738975218,9.40518012552638,5.74486224974478,31.3914477913823,0,3.16277052091565
"ENSG00000187730.9",2.56831108462827,4.1800800557895,2.29794489989791,4.13045365676083,0,0
"ENSG00000067606.17",419.490810489284,470.259006276319,423.970834031165,425.436726646365,406.642684830935,384.803746711404
"ENSG00000162585.17",501.676765197389,471.304026290267,446.950283030144,454.349902243691,543.292259137266,448.059157129717
"ENSG00000157933.11",1552.11599881035,1443.17263926133,1572.94328398012,1511.74603837446,1613.34658697152,1542.37775736653
"ENSG00000116151.14",145.537628128935,115.997221548159,152.813335843211,118.957065314712,144.363663178462,119.131022954489
"ENSG00000157916.20",711.422170442031,684.488109135531,692.830387319221,658.394312887675,717.410265108236,649.422213628013
"ENSG00000157911.11",307.341226460516,327.091264365529,305.626671686423,263.522943301341,299.747453317112,254.075898513557
"ENSG00000149527.18",600.984793803015,594.616387936057,450.397200379991,416.349728601491,488.191624336326,449.113413970022
"ENSG00000157881.16",309.909537545145,300.965764016844,283.796195137392,274.262122808919,329.50179610962,314.168538410954
"ENSG00000197921.6",251.69448629357,203.778902719738,236.688324689485,185.870414554237,349.338024637958,276.215292159966
"ENSG00000157873.18",324.463300358038,318.73110425395,333.202010485197,273.436032077567,352.644062726014,276.215292159966
"ENSG00000157870.17",234.572412396049,234.084483124212,232.092434889689,228.001041853198,292.033364444981,282.540833201798
"ENSG00000142606.16",1.71220738975218,6.27012008368426,0,1.65218146270433,0,0
"ENSG00000215912.13",41.9490810489284,39.7107605300003,42.5119806481114,38.0001736421996,26.4483047044511,35.8447325703773
"ENSG00000169717.7",0,0,0,0,0,0
"ENSG00000142611.17",2.56831108462827,12.5402401673685,3.44691734984687,9.08699804487382,0,1.05425684030522
"ENSG00000130762.15",273.953182360349,265.435083542633,260.816746138413,283.349120853793,286.523300964887,255.130155353862
"ENSG00000162591.17",297.924085816879,356.351824756055,193.027371591425,182.566051628828,133.343536218274,198.200285977381
"ENSG00000158109.15",182.350087008607,201.688862691844,180.388674641986,166.870327733137,177.424044059026,205.580083859517
"ENSG00000116213.16",517.086631705158,360.531904811845,421.672889131267,385.784371541461,455.131243455762,336.307932057364
"ENSG00000078900.15",115.573998808272,106.592041422632,87.3219061961207,109.043976538486,95.8751045536352,118.076766114184
"ENSG00000162592.10",1.71220738975218,9.40518012552638,0,4.95654438811299,0,1.05425684030522
"ENSG00000235169.11",5.13662216925654,9.40518012552638,0,2.47827219405649,1.10201269601879,3.16277052091565
"ENSG00000130764.10",531.640394518052,518.329926917898,500.951988177745,549.35033634919,586.270754281999,508.151797027114
"ENSG00000116198.14",547.906364720698,583.121167782636,569.890335174683,557.611243662711,595.086855850149,553.484841160238
"ENSG00000169598.17",175.501257449598,127.49244170158,176.941757292139,185.870414554237,163.097879010782,154.975755524867
"ENSG00000198912.12",184.918398093235,171.38328228737,180.388674641986,209.000955032098,213.790463027646,227.719477505927
"ENSG00000196581.11",0,5.22510006973688,0,3.30436292540866,0,0
"ENSG00000131697.18",261.111626937207,291.560583891318,263.114691038311,243.696765748889,299.747453317112,251.967384832947
"ENSG00000069424.16",95.027510131246,125.402401673685,64.3424571971416,95.000434105499,63.9167363690901,89.6118314259433
"ENSG00000116254.18",8.5610369487609,20.9004002789475,3.44691734984687,7.43481658216949,4.40805078407518,9.48831156274694
"ENSG00000285629.1",0,0,0,0.826090731352165,0,1.05425684030522
"ENSG00000116251.11",514.51832062053,461.89884616474,398.693440132288,419.6540915269,480.477535464195,438.57084556697
"ENSG00000158286.13",69.3443992849633,67.9263009065794,37.9160908483156,35.5219014481431,65.0187490651089,62.2011535780077
"ENSG00000116237.16",691.731785459881,635.372168480005,789.344073114933,624.524592902237,773.612912605194,802.289455472269
"ENSG00000173673.9",0,0,0,0.826090731352165,0,0
"ENSG00000158292.7",120.710620977529,97.186861297106,78.1301265965291,87.5656175233295,74.9368633292781,60.0926398973973
"ENSG00000097021.21",995.648597140892,864.23155153448,799.684825164474,855.003906949491,861.773928286698,869.761893251803
"ENSG00000069812.11",6.84882955900872,10.4502001394738,8.0428071496427,9.08699804487382,0,4.21702736122086
"ENSG00000187017.18",154.954768772572,149.437861994475,93.0667684458655,70.217712164934,81.5489395053908,72.7437219810599
"ENSG00000215788.11",42.8051847438045,42.8458205718424,37.9160908483156,20.6522682838041,17.6322031363007,14.759595764273
"ENSG00000171680.23",115.573998808272,153.617942050264,114.897244994896,142.913696523925,126.731460042161,102.262913509606
"ENSG00000162408.11",821.859547081046,808.845490795269,770.96051391575,731.090297246666,846.345750542435,818.103308076847
"ENSG00000173662.21",0,2.09004002789475,0,0,0,0
"ENSG00000204859.13",129.27165792629,111.817141492369,113.748272544947,156.957238956911,154.281777442631,146.541700802425
"ENSG00000162413.17",361.27575923771,383.522345118687,409.034192181829,358.52337740684,448.51916727965,433.299561365444
"ENSG00000116273.6",209.745405244642,214.229102859212,216.006820590404,213.957499420211,228.116628075891,206.634340699822
"ENSG00000041988.16",82.1859547081046,110.772121478422,125.237997044436,123.087518971473,145.465675874481,118.076766114184
"ENSG00000007923.17",1046.15871513858,1003.21921338948,1111.05635910064,1130.09212048976,1126.25697533121,1148.08569909238
"ENSG00000171735.20",190.911123957368,179.743442398949,171.196895042395,188.348686748294,174.11800597097,147.59595764273
"ENSG00000049245.13",350.146411204321,312.460984170265,419.374944231369,332.08847400357,320.685694541469,316.277052091565
"ENSG00000049246.15",327.887715137542,340.676524546845,396.39549523239,381.6539178847,317.379656453413,301.517456327292
"ENSG00000049247.14",0,2.09004002789475,2.29794489989791,0.826090731352165,0,0
"ENSG00000049249.10",0,1.04502001394738,0,9.08699804487382,0,0
"ENSG00000116288.13",1356.9243563786,1254.02401673685,1253.52894289431,1290.35372237208,1265.11057502958,1207.12408214947
"ENSG00000116285.13",72.7688140644676,68.9713209205268,56.2996500474989,46.2610809557212,46.2845332327894,29.519191528546
"ENSG00000162426.16",4.28051847438045,2.09004002789475,3.44691734984687,5.78263511946516,2.20402539203759,17.9223662851887
"ENSG00000142599.20",923.735886771301,952.01323270606,1009.94678350513,885.569264009521,1103.11470871481,1020.52062141545
"ENSG00000074800.16",12110.4428677172,11409.5285122775,11572.4505158859,11851.0976319782,13612.0608212242,12449.7190271643
"ENSG00000131686.15",0,10.4502001394738,0,2.47827219405649,0,0
"ENSG00000197241.4",0,4.1800800557895,0,5.78263511946516,0,0
"ENSG00000142583.18",9.41714064363699,17.7653402371054,3.44691734984687,10.7391795075781,3.30603808805638,2.10851368061043
"ENSG00000180758.12",216.594234803651,252.894843375265,218.304765490302,205.696592106689,247.952856604229,238.262045908979
"ENSG00000049239.13",373.261210965975,364.711984867634,527.378354526571,455.175992975043,377.990354734447,441.733616087885
"ENSG00000171621.14",28.251421930911,45.9808806136845,40.2140357482135,25.6088126719171,11.0201269601879,7.37979788213651
"ENSG00000171612.7",279.945908224481,256.029903417107,233.241407339638,240.39240282348,229.218640771909,254.075898513557
"ENSG00000188807.13",404.080943981514,430.548245746319,473.37664937897,361.827740332248,402.23463404686,372.152664627741
"ENSG00000171608.18",41.0929773540523,57.4761007671057,29.8732836986729,26.4349034032693,14.3261650482443,29.519191528546
"ENSG00000171603.18",1972.46291299451,2055.55436743449,2160.06820590404,2004.09611426035,2229.37168404602,1989.38265765594
"ENSG00000178585.15",350.146411204321,353.216764714213,288.392084937188,297.392663286779,272.197135916642,230.882248026842
"ENSG00000162441.12",362.131862932586,376.207205021055,452.695145279889,429.567180303126,437.499040319462,465.981523414905
"ENSG00000173614.14",93.3153027414938,76.2864610181584,86.1729337461718,65.261167776821,52.8966094089022,64.3096672586181
"ENSG00000162444.12",118.1423098929,91.9617612273691,57.4486224974478,44.6088994930169,70.5288125452029,75.9064925019755
"ENSG00000130939.20",1033.31715971544,1000.08415334764,924.92282220891,893.00408059169,1027.07583268952,1057.41961082613
"ENSG00000054523.20",1202.82569130091,1225.80847636027,1129.43991829982,1083.00494880269,1271.72265120569,1167.06232221787
"ENSG00000142657.21",2379.11216806065,2163.19142887107,2430.07673164204,2242.01024488978,2172.06702385304,2216.04787832156
"ENSG00000251503.8",0,0,0,0,1.10201269601879,0
"ENSG00000175279.22",10.2732443385131,5.22510006973688,1.14897244994896,5.78263511946516,11.0201269601879,3.16277052091565
"ENSG00000241563.4",0.85610369487609,0,2.29794489989791,4.95654438811299,0,4.21702736122086
"ENSG00000160049.12",1810.65931466293,1587.38540118606,1308.67962049186,1435.74569109006,1506.45135545769,1410.59565232838
"ENSG00000142655.13",294.499671037375,272.750223640265,256.220856338617,232.957586241311,290.931351748962,219.285422783485
"ENSG00000130940.15",2859.38634088614,2918.74089895502,1726.90559227328,1795.92124995961,2423.32591854533,1990.43691449625
"ENSG00000175262.15",1.71220738975218,5.22510006973688,5.74486224974478,6.60872585081732,0,0
"ENSG00000120948.19",1400.58564481728,1234.16863647185,1328.21215214099,1290.35372237208,1377.51587002349,1398.99882708502
"ENSG00000009724.18",2.56831108462827,18.8103602510528,3.44691734984687,9.91308877622598,2.20402539203759,7.37979788213651
"ENSG00000116649.10",1980.1678462484,1888.35116520291,1717.71381267369,1796.74734069096,2133.49657949239,1906.09636727183
"ENSG00000171824.14",1076.12234445924,925.887732357375,1181.14367854753,995.439331279359,1100.91068332278,1059.52812450674
"ENSG00000198793.14",1902.26241001467,1747.27346332001,1770.56654537134,1695.96427146599,1811.7088722549,1755.33763910818
"ENSG00000171819.5",0,8.36016011157901,3.44691734984687,6.60872585081732,0,3.16277052091565
"ENSG00000120942.14",180.637879618855,202.733882705791,176.941757292139,211.479227226154,228.116628075891,215.068395422264
"ENSG00000204624.8",0,9.40518012552638,4.59588979979583,4.95654438811299,0,1.05425684030522
"ENSG00000116661.11",53.9345327771937,85.6916411436848,48.2568428978562,33.8697199854388,22.0402539203759,34.7904757300721
"ENSG00000132879.14",211.457612634394,184.968542468686,191.878399141476,173.479053583955,139.955612394387,150.758728163646
"ENSG00000116670.16",395.519907032754,422.18808563474,433.162613630757,380.827827153348,319.583681845451,358.447325703773
"ENSG00000116663.11",40.2368736591762,57.4761007671057,98.8116306956103,108.217885807134,41.8764824487142,34.7904757300721
"ENSG00000162490.7",15.4098665077696,14.6302801952633,3.44691734984687,5.78263511946516,4.40805078407518,4.21702736122086
"ENSG00000177674.16",247.41396781919,168.248222245528,121.791079694589,128.044063359586,128.935485434199,158.138526045782
"ENSG00000215910.8",0,7.31514009763163,3.44691734984687,6.60872585081732,2.20402539203759,1.05425684030522
"ENSG00000177000.13",244.845656734562,272.750223640265,245.880104289077,243.696765748889,236.932729644041,307.842997369123
"ENSG00000011021.23",104.444650774883,119.132281590001,155.111280743109,117.304883852007,119.01737117003,127.565077676931
"ENSG00000175206.11",0,1.04502001394738,0,0,0,0
"ENSG00000120937.9",0,1.04502001394738,1.14897244994896,1.65218146270433,0,0
"ENSG00000116685.16",775.629947557737,725.243889679479,597.465673973458,715.394573350975,679.941833443596,695.809514601442
"ENSG00000083444.17",1077.834551849,957.238332775796,877.814951761003,889.699717666282,854.059839414566,787.529859707996
"ENSG00000116688.18",1368.90980810687,1413.9120788708,1103.013551951,1074.74404148917,1247.47837189328,1179.71340430154
"ENSG00000116691.11",214.025923719022,182.878502440791,181.537647091935,165.218146270433,185.138132931158,154.975755524867
"ENSG00000120949.15",0.85610369487609,6.27012008368426,0,4.13045365676083,0,0
"ENSG00000028137.19",0.85610369487609,8.36016011157901,0,3.30436292540866,0,1.05425684030522
"ENSG00000048707.15",902.333294399399,842.286131241585,939.859464058247,862.43872353166,904.752423431431,916.149194225232
"ENSG00000162496.9",41.9490810489284,33.440640446316,16.0856142992854,33.0436292540866,46.2845332327894,44.2787872928191
"ENSG00000204518.3",0,4.1800800557895,0,4.95654438811299,0,1.05425684030522
"ENSG00000188984.12",0,7.31514009763163,0,0.826090731352165,0,0
"ENSG00000157330.10",0,5.22510006973688,0,3.30436292540866,0,0
"ENSG00000116726.5",0,5.22510006973688,0,0,0,0
"ENSG00000116721.9",0,3.13506004184213,0,2.47827219405649,0,0
"ENSG00000239810.3",0,2.09004002789475,0,1.65218146270433,0,0
"ENSG00000179172.10",0,3.13506004184213,0,1.65218146270433,0,0
"ENSG00000120952.4",0,5.22510006973688,0,0,0,0
"ENSG00000243073.4",0,2.09004002789475,0,1.65218146270433,0,0
"ENSG00000187545.5",0,8.36016011157901,0,0,0,0
"ENSG00000204510.6",0,2.09004002789475,0,2.47827219405649,0,0
"ENSG00000232423.6",0,3.13506004184213,0,0.826090731352165,0,0
"ENSG00000274764.6",0,0,0,0,0,0
"ENSG00000277058.3",0,1.04502001394738,0,0,0,0
"ENSG00000229571.7",0,0,0,0,0,0
"ENSG00000275774.3",0,2.09004002789475,0,3.30436292540866,0,0
"ENSG00000280267.6",0,0,0,0,0,0
"ENSG00000179412.11",0,0,0,0,0,0
"ENSG00000204505.5",0,1.04502001394738,0,0,0,0
"ENSG00000279169.3",0,0,0,0,0,0
"ENSG00000279804.3",0.85610369487609,7.31514009763163,0,0,0,0
"ENSG00000270601.5",0,0,0,1.65218146270433,0,0
"ENSG00000182330.11",0,0,0,0,0,0
"ENSG00000237700.2",0,1.04502001394738,0,3.30436292540866,0,0
"ENSG00000204501.7",0,2.09004002789475,0,4.95654438811299,0,0
"ENSG00000204481.8",0,7.31514009763163,0,2.47827219405649,0,0
"ENSG00000204480.9",0,1.04502001394738,0,1.65218146270433,0,0
"ENSG00000204479.4",0,1.04502001394738,0,0.826090731352165,0,0
"ENSG00000204478.11",0,7.31514009763163,0,2.47827219405649,0,0
"ENSG00000162494.6",0,4.1800800557895,0,0,0,0
"ENSG00000162493.17",0,12.5402401673685,2.29794489989791,10.7391795075781,0,0
"ENSG00000116731.23",693.443992849633,668.812808926321,721.554698567945,647.655133380097,677.737808051559,659.964782031065
"ENSG00000189337.17",201.184368295881,175.563362343159,160.856142992854,212.305317957506,192.852221803289,189.766231254939
"ENSG00000171729.14",13.6976591180174,20.9004002789475,6.89383469969374,9.08699804487382,5.51006348009397,14.759595764273
"ENSG00000142621.21",1.71220738975218,36.5757004881582,1.14897244994896,26.4349034032693,0,0
"ENSG00000142634.13",845.830450537577,823.475770990532,687.085525069476,812.87327965053,781.327001477326,823.374592278373
"ENSG00000162438.12",0.85610369487609,3.13506004184213,1.14897244994896,4.95654438811299,0,0
"ENSG00000142615.8",0.85610369487609,2.09004002789475,0,3.30436292540866,0,0
"ENSG00000215704.10",0,0,0,2.47827219405649,0,0
"ENSG00000132906.18",92.4591990466177,112.862161506317,122.940052144538,81.7829824038643,96.977117249654,89.6118314259433
"ENSG00000116138.13",376.68562574548,346.946644630529,392.948577882543,441.132450542056,438.60105301548,420.648479281781
"ENSG00000116771.6",102.732443385131,104.502001394738,80.428071496427,68.5655307022297,103.589193425767,101.208656669301
"ENSG00000197312.12",713.134377831783,682.398069107637,698.575249568966,664.176948007141,656.799566827202,700.026541962663
"ENSG00000215695.2",0.85610369487609,2.09004002789475,0,0.826090731352165,0,0
"ENSG00000116786.13",899.76498331477,923.79769232948,912.284125259472,883.090991815464,945.526893184126,851.839526966614
"ENSG00000162461.8",2.56831108462827,7.31514009763163,6.89383469969374,5.78263511946516,7.71408887213156,1.05425684030522
"ENSG00000162460.7",0,0,0,3.30436292540866,0,0
"ENSG00000162458.13",93.3153027414938,93.0067812413165,56.2996500474989,86.7395267919773,123.425421954105,82.2320335438068
"ENSG00000233954.7",36.8124588796719,31.3506004184213,32.1712285985708,19.0000868210998,12.1221396562067,27.4106778479356
"ENSG00000065526.13",2491.26175208942,2493.41775327844,2829.91914422428,2728.5776856562,3018.41277439548,2998.30645382803
"ENSG00000116809.12",184.918398093235,331.271344421318,343.542762534738,293.262209630019,290.931351748962,300.463199486986
"ENSG00000183888.4",0,2.09004002789475,0,4.13045365676083,0,0
"ENSG00000173641.18",0,0,0,2.47827219405649,0,0
"ENSG00000186510.12",0,8.36016011157901,0,4.13045365676083,0,0
"ENSG00000184908.20",0,3.13506004184213,1.14897244994896,8.26090731352165,0,1.05425684030522
"ENSG00000185519.9",12.8415554231413,16.720320223158,6.89383469969374,9.08699804487382,11.0201269601879,8.43405472244172
"ENSG00000142627.13",472.569239571602,404.422745397635,327.457148235453,292.436118898666,362.562176990184,352.121784661942
"ENSG00000142632.17",650.638808105828,716.8837295679,650.31840667111,527.871977334033,519.047979824852,618.848765259161
"ENSG00000132881.12",29.1075256257871,29.2605603905265,14.9366418493364,37.1740829108474,19.8362285283383,35.8447325703773
"ENSG00000037637.11",253.406693683323,249.759783333423,267.710580838107,256.914217450523,249.054869300248,266.72698059722
"ENSG00000055070.17",1179.71089153925,1092.04591457501,1161.6111468984,1063.17877125024,1248.58038458929,1221.88367791374
"ENSG00000187144.11",0.85610369487609,18.8103602510528,2.29794489989791,7.43481658216949,0,0
"ENSG00000157191.20",297.924085816879,289.470543863423,318.265368635861,289.131755973258,277.707199396736,328.928134175227
"ENSG00000219481.11",168.65242789059,205.868942747633,174.643812392241,204.870501375337,127.83347273818,173.952378650361
"ENSG00000058453.17",194.335538736872,203.778902719738,189.580454241578,194.957412599111,157.587815530688,164.464067087614
"ENSG00000117122.14",96.7397175209982,98.2318813110533,45.9588979979583,69.3916214335819,49.5905713208458,65.3639240989234
"ENSG00000159363.19",626.667904649298,706.433529428426,652.616351571007,606.350596812489,634.759312906826,532.399704354134
"ENSG00000288636.1",0,0,0,0,0,0
"ENSG00000117118.10",1016.19508581792,906.032352092375,1059.35259885294,950.830431786342,1030.38187077757,942.505615232863
"ENSG00000117115.13",2.56831108462827,6.27012008368426,0,11.5652702389303,1.10201269601879,0
"ENSG00000142623.11",0,3.13506004184213,1.14897244994896,5.78263511946516,0,0
"ENSG00000142619.4",1.71220738975218,8.36016011157901,1.14897244994896,3.30436292540866,1.10201269601879,0
"ENSG00000159339.13",0,5.22510006973688,0,5.78263511946516,0,0
"ENSG00000276747.1",0,7.31514009763163,0,3.30436292540866,0,0
"ENSG00000179051.14",2770.35155661903,2602.09983472897,2688.59553288056,2606.31625741608,3088.94158694068,2821.19130465676
"ENSG00000074964.17",124.135035757033,130.627501743422,104.556492945355,111.522248732542,78.2429014173344,132.836361878457
"ENSG00000117148.8",6.84882955900872,1.04502001394738,1.14897244994896,3.30436292540866,8.81610156815036,1.05425684030522
"ENSG00000117154.12",0,9.40518012552638,0,3.30436292540866,0,0
"ENSG00000179023.9",0,4.1800800557895,0,2.47827219405649,0,0
"ENSG00000009709.12",0,17.7653402371054,0,8.26090731352165,0,0
"ENSG00000179002.6",0,8.36016011157901,0,0,0,0
"ENSG00000159423.17",797.03253992964,735.694089818953,723.852643467843,692.264032873114,710.798188932123,698.972285122358
"ENSG00000169991.11",107.012961859511,88.826701185527,51.7037602477031,61.1307141200602,69.4267998491841,61.1468967377025
"ENSG00000127481.15",3635.87239213875,3658.61506882976,3883.52688082747,3617.45131259113,4006.91816272434,3911.29287753235
"ENSG00000127463.16",1569.23807270787,1386.74155850817,1537.3251380317,1582.78984127075,1551.63387599446,1694.19074237048
"ENSG00000053372.5",899.76498331477,825.565811018427,897.347483410135,831.87336647163,958.751045536352,927.74601946859
"ENSG00000211454.16",13.6976591180174,26.1255003486844,6.89383469969374,15.6957238956911,19.8362285283383,8.43405472244172
"ENSG00000162482.5",170.364635280342,192.283682566317,116.046217444845,116.478793120655,148.771713962537,148.650214483035
"ENSG00000053371.13",529.072083433423,471.304026290267,527.378354526571,488.21962222913,490.395649728364,471.252807616431
"ENSG00000040487.13",83.8981620978568,94.0518012552638,63.1934847471926,64.4350770454689,96.977117249654,90.6660882662485
"ENSG00000077549.19",1342.37059356571,1310.45509749001,1445.40734203579,1341.57134771592,1368.69976845534,1350.50301243098
"ENSG00000173436.15",36.8124588796719,42.8458205718424,42.5119806481114,53.6958975378907,44.0805078407518,41.1160167719034
"ENSG00000158747.15",77.0493325388481,63.7462208507899,57.4486224974478,47.9132624184256,69.4267998491841,61.1468967377025
"ENSG00000270136.6",0,0,0,0,0,0
"ENSG00000158748.4",5.13662216925654,4.1800800557895,4.59588979979583,2.47827219405649,0,1.05425684030522
"ENSG00000162542.14",95.8836138261221,111.817141492369,86.1729337461718,78.4786194784557,66.1207617611277,72.7437219810599
"ENSG00000178828.7",0,0,0,0.826090731352165,0,0
"ENSG00000169914.6",191.767227652244,236.174523152107,197.623261391221,209.82704576345,234.728704252003,245.641843791115
"ENSG00000188784.4",0,2.09004002789475,0,1.65218146270433,0,0
"ENSG00000188257.12",0,10.4502001394738,4.59588979979583,1.65218146270433,0,0
"ENSG00000127472.11",0,0,0,7.43481658216949,0,0
"ENSG00000117215.15",0,1.04502001394738,0,0,0,0
"ENSG00000158786.5",0,12.5402401673685,2.29794489989791,3.30436292540866,0,2.10851368061043
"ENSG00000187980.7",0,0,0,0,0,0
"ENSG00000162543.6",0,13.5852601813159,0,13.2174517016346,0,0
"ENSG00000158816.16",0,21.9454202928949,0,9.08699804487382,0,0
"ENSG00000162545.6",0,1.04502001394738,0,0,0,1.05425684030522
"ENSG00000090432.7",199.472160906129,213.184082845265,167.749977692548,207.348773569393,199.464297979402,187.657717574328
"ENSG00000183114.8",0,2.09004002789475,0,1.65218146270433,0,0
"ENSG00000158825.6",0,4.1800800557895,1.14897244994896,1.65218146270433,0,0
"ENSG00000158828.8",118.998413587776,110.772121478422,119.493134794692,149.522422374742,107.997244209842,127.565077676931
"ENSG00000244038.11",1375.75863766588,1349.12083800606,1385.66077463844,1374.61497697,1457.96279683287,1326.25510510396
"ENSG00000117245.13",4.28051847438045,7.31514009763163,0,3.30436292540866,0,0
"ENSG00000189410.12",5.99272586413263,11.4952201534211,4.59588979979583,6.60872585081732,7.71408887213156,4.21702736122086
"ENSG00000127483.19",1451.09576281497,1315.68019755975,1497.11110228349,1349.83225502944,1492.12519040945,1436.95207333601
"ENSG00000075151.24",2088.89301549766,2052.41930739265,2217.51682840149,2207.31443417298,2161.04689689286,2171.76909102874
"ENSG00000117298.16",1028.18053754618,1111.90129484001,862.878309911667,860.786542068956,966.465134408483,830.75439016051
"ENSG00000142794.19",110.437376639016,155.707982078159,120.64210724464,112.348339463894,115.711333081973,141.270416600899
