"","FBS2-MCF7-DMSO-1","FBS2-MCF7-DMSO-2","FBS2-MCF7-DMSO-3","FBS2-MCF7-DMSO-4","FBS2-MCF7-MA2-1","FBS2-MCF7-MA2-2","FBS2-MCF7-MA2-3","FBS2-MCF7-MA2-4","FBS2-MCF7-pIC-1","FBS2-MCF7-pIC-2","FBS2-MCF7-pIC-3","FBS2-MCF7-pIC-4"
"ENSG00000188157.15",3581.72424567287,3731.05942777441,3640.61426570918,3596.1205508463,4629.3858569585,4155.73978111392,4961.44051900139,4491.93428216104,4582.9300820701,5038.54574212723,4921.875422395,4858.74722177775
"ENSG00000237330.3",294.901277469907,290.097769211097,304.295166055581,310.228709492022,260.437222509509,226.62568787773,237.350783186802,269.58043434682,397.581273239376,487.497742077236,441.557079084822,514.146833436339
"ENSG00000131591.18",201.281824304857,201.057859849275,216.032756011835,211.303738352985,179.107703901276,169.092231512486,192.847511339277,186.694509756603,223.863329526676,279.028312899471,211.225621966057,201.602818679214
"ENSG00000162571.14",7.8016210970875,11.4890205628157,10.9277269577971,15.0365956131337,21.0177407639253,16.8390603995837,10.7886719630365,12.8754834314899,17.0136130440273,12.828887949401,7.43004700383114,11.9291608685926
"ENSG00000186891.14",38.2279433757287,33.0309341180952,20.1742651528562,25.3247926115937,31.9835185537994,13.3309228163371,14.8344239491751,16.0943542893624,24.177239588881,40.090274841878,25.4744468702782,33.4016504320592
"ENSG00000186827.12",0,0,0,0,1.82762963164568,0.701627516649319,0,0,2.68635995432011,1.60361099367512,1.06143528626159,1.19291608685926
"ENSG00000078808.20",1184.28608253788,1151.77431142228,1082.68556320328,1235.3750395843,1051.80085301209,1107.16822127263,1095.0502042482,1137.06613054345,1224.08468585186,1294.11407189582,1284.33669637652,1204.84524772785
"ENSG00000176022.7",293.34095325049,285.789386500041,266.468418893976,312.602908799359,274.144444746852,268.02171136004,284.551223025086,228.539830908946,281.172341885505,272.61386892477,264.297386279136,248.126546066725
"ENSG00000184163.3",7.02145898737875,8.61676542211179,5.04356628821406,3.95699884556151,2.74144444746852,9.12115771644115,16.1830079445547,8.8518948591493,8.05907986296032,6.41444397470048,5.30717643130795,2.38583217371851
"ENSG00000160087.21",523.488775614571,475.358225786501,479.979391761704,489.876457080515,508.994852413321,488.332751587926,503.021830276575,513.409901830659,488.022058368153,519.569961950739,531.779078417057,573.792637779302
"ENSG00000162572.21",24.1850254009712,41.647699540207,24.3772370597013,35.6129896100536,42.0354815278506,22.4520805327782,35.0631838798685,36.2122971510653,17.909066362134,17.6397209304263,22.2901410114934,13.1220769554518
"ENSG00000131584.19",641.293254180592,640.512896376977,665.750750044255,660.818807208772,744.759074895614,618.835469684699,674.291997689778,631.703405857473,588.312829996103,609.372177596546,670.827100917325,673.997589075479
"ENSG00000169972.13",166.174529367964,216.855263123147,181.568386375706,203.389740661862,182.762963164568,190.141057011965,184.756007366999,145.653906318729,224.758782844782,227.712761101867,235.638633550073,183.709077376325
"ENSG00000127054.22",677.960873336903,696.521871620703,660.707183756041,675.064003052793,667.998630366495,705.135654232566,716.098101546545,630.898688143005,648.308202309252,659.084118400474,701.608724218912,733.643393418442
"ENSG00000224051.7",249.6518751068,242.705559389482,241.250587452906,224.757534427894,245.816185456344,206.980117411549,234.653615196043,197.155840044689,254.308742342303,280.631923893146,268.543127424183,238.583217371851
"ENSG00000169962.5",7.8016210970875,4.3083827110559,0.840594381369009,4.74839861467381,2.74144444746852,1.40325503329864,0,2.41415314340435,0.895453318106702,1.60361099367512,5.30717643130795,7.15749652115553
"ENSG00000107404.21",642.073416290301,680.724468346832,691.809175866695,663.193006516109,703.637408183586,640.585922700828,676.989165680537,634.922276715345,606.221896358237,683.138283305601,682.502889066203,647.753435164576
"ENSG00000162576.17",0,7.18063785175983,4.20297190684505,1.5827995382246,7.31051852658271,4.91139261654523,4.04575198613867,4.02358857234059,2.68635995432011,1.60361099367512,4.24574114504636,2.38583217371851
"ENSG00000175756.14",1158.54073291749,1112.99886702277,1122.19349912763,1155.44366290396,1132.2165568045,940.882499826737,1010.08941253929,1014.7490379443,1245.57556548642,1250.81657506659,1281.15239051774,1190.53025468554
"ENSG00000221978.13",1043.85690279031,995.236406253912,985.176614964479,1032.77669869155,1203.49411243868,1165.40330515452,1131.46197212345,1192.59165284175,871.276078517821,830.670494723712,924.510134333846,941.210792531953
"ENSG00000242485.6",481.360021690299,501.208522052836,421.137785065874,485.128058465841,477.925148675345,440.622080455772,520.553422216509,494.096676683425,528.317457682954,564.471069773642,571.052184008736,526.075994304932
"ENSG00000235098.9",0,0,0,0,0.913814815822839,0,1.34858399537956,0,0,0,1.06143528626159,0
"ENSG00000205116.4",0,0,0,0.791399769112302,0.913814815822839,0,1.34858399537956,0.804717714468118,0.895453318106702,0,1.06143528626159,1.19291608685926
"ENSG00000179403.12",487.601318567969,518.44205289706,534.61802655069,531.820644843467,501.684333886739,485.526241521329,509.764750253472,428.109824097039,462.949365461165,535.60607188749,474.461572958931,499.831840394028
"ENSG00000215915.10",25.7453496203887,37.3393168291511,36.9861527802364,34.030190071829,36.5525926329136,30.87161073257,37.7603518706276,53.9160868693639,20.5954263164542,24.0541649051268,29.7201880153245,28.6299860846221
"ENSG00000160072.20",402.563648609715,393.498954276439,361.455583988674,377.497689866568,363.69829669749,355.023523424555,400.529446627728,356.489947509376,481.753885141406,471.461632140485,534.963384275842,487.902679525435
"ENSG00000197785.14",556.255584222338,529.931073459875,583.372500670092,582.470230066654,490.718556096865,443.42859052237,481.444486350502,456.274944103423,638.458215810079,641.444397470048,694.17867721508,694.277162552087
"ENSG00000205090.9",7.02145898737875,1.43612757035197,2.52178314410703,0.791399769112302,1.82762963164568,3.5081375832466,2.69716799075911,2.41415314340435,0.895453318106702,4.81083298102536,0,3.57874826057777
"ENSG00000160075.12",1329.39623494371,1375.81021239718,1309.64604617292,1350.12800610559,1278.42692733615,1334.495536667,1370.16133930563,1359.16821973665,1382.57992315675,1398.3487864847,1482.82509490744,1482.79469596605
"ENSG00000228594.4",383.059595866996,390.626699135735,409.369463726708,420.233277398632,398.423259698758,387.298389190424,366.814846743239,304.183296068949,406.535806420443,344.776363640151,415.021196928282,373.382735186947
"ENSG00000197530.13",241.070091900004,288.661641640745,259.743663843024,234.254331657241,324.404259617108,256.795671093651,306.128566951159,260.72853948767,239.981489252596,205.262207190415,185.751175095778,199.216986505496
"ENSG00000189409.14",4.6809726582525,1.43612757035197,6.72475505095207,3.16559907644921,2.74144444746852,1.40325503329864,1.34858399537956,4.02358857234059,1.7909066362134,3.20722198735024,4.24574114504636,2.38583217371851
"ENSG00000248333.9",457.955158399036,524.186563178467,495.110090626346,453.472067701349,469.700815332939,427.992785156085,440.986966489115,377.412608085547,462.053912143058,469.85802114681,517.980419695656,477.166434743702
"ENSG00000189339.12",638.172605741757,696.521871620703,660.707183756041,675.855402821906,657.032852576621,613.222449551505,637.88022981453,621.242075569387,425.340326100684,437.785801273308,472.338702386408,430.642707356191
"ENSG00000008128.23",15.603242194175,28.7225514070393,21.8554539155942,26.116192380706,29.2420741063308,18.9439429495316,13.4858399537956,20.9226605761711,33.131772769948,27.261386892477,20.1672704389702,21.4724895634666
"ENSG00000008130.15",476.679049032046,502.644649623188,458.964532227479,520.741048075895,541.892185782943,494.64739923777,555.616606096377,510.191030972787,571.299216952076,641.444397470048,620.939642463031,608.38720429822
"ENSG00000078369.19",2766.45484102723,2879.43577855569,2752.94659898351,2809.46918034867,2823.68778089257,2885.79397597865,2869.7867421677,2808.46482349373,2633.52820855181,2949.04061736855,2837.21652017723,2958.43189541095
"ENSG00000169885.10",22.6247011815537,28.7225514070393,11.7683213391661,12.6623963057968,25.5868148430395,20.3471979828303,16.1830079445547,18.5085074327667,10.7454398172804,9.62166596205072,5.30717643130795,7.15749652115553
"ENSG00000178821.13",28.8659980592237,25.8502962663354,18.4930763901182,21.3677937660321,26.5006296588623,20.3471979828303,31.0174318937298,22.5320960051073,35.8181327242681,22.4505539114517,48.8260231680332,31.0158182583406
"ENSG00000142609.20",1.5603242194175,7.18063785175983,4.20297190684505,3.16559907644921,4.56907407911419,4.91139261654523,0,3.21887085787247,5.37271990864021,0,0,2.38583217371851
"ENSG00000187730.9",12.48259375534,8.61676542211179,15.1306988646422,13.4537960749091,21.0177407639253,18.2423154328823,12.137255958416,11.2660480025537,12.5363464534938,27.261386892477,13.7986587214007,9.54332869487404
"ENSG00000067606.17",324.54743763884,327.437086040248,337.078346928973,349.798697947637,388.371296724707,399.226056973463,403.226614618487,395.921115518314,280.276888567398,315.911365753999,298.263315439507,269.599035630192
"ENSG00000162585.17",195.820689536896,199.621732278923,182.408980757075,195.475742970739,197.384000217733,218.206157677938,204.984767297693,201.984146331498,187.149743484301,224.505539114517,193.18122209961,171.779916507733
"ENSG00000157933.11",927.612748443703,907.632624462442,907.001337497161,915.649532862933,858.985926873469,820.202566963054,855.002253070639,883.580050485994,809.489799568459,748.886334046281,806.690817558809,794.482113848264
"ENSG00000116151.14",141.989503966992,162.282415449772,189.133735808027,159.071353591573,170.883370558871,160.672701312694,182.05883937624,152.091648034474,111.036211445231,173.189987316913,162.399598798023,138.378266075674
"ENSG00000157916.20",548.453963125251,541.420094022691,500.99425129593,577.72183145198,508.994852413321,573.931308619143,563.708110068655,538.356150979171,586.52192335989,524.380794931764,566.80644286369,542.776819520961
"ENSG00000157911.11",285.539332153402,280.044876218633,258.903069461655,268.28452172907,298.817444774068,286.264026792922,257.579543117495,285.674788636182,244.45875584313,295.064422836222,301.447621298292,285.106944759362
"ENSG00000149527.18",22.6247011815537,37.3393168291511,21.8554539155942,26.116192380706,41.1216667120278,28.0651006659728,18.8801759353138,23.3368137195754,20.5954263164542,16.0361099367512,13.7986587214007,21.4724895634666
"ENSG00000157881.16",193.48020320777,189.568839286459,208.467406579514,215.260737198546,206.522148375962,189.439429495316,195.544679330036,169.795437752773,188.045196802407,224.505539114517,192.119786813348,217.110727808384
"ENSG00000197921.6",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000157873.18",7.8016210970875,18.6696584145756,28.5802089665463,7.12259792201072,13.7072222373426,14.0325503329864,25.6230959122116,21.7273782906392,33.131772769948,27.261386892477,44.5802820229868,60.838720429822
"ENSG00000157870.17",342.491166162141,344.670616884472,361.455583988674,390.951485941477,347.249630012679,289.772164376169,323.660158891094,335.567286933205,357.285873924574,370.434139538953,407.591149924451,375.768567360665
"ENSG00000142606.16",66.3137793252437,73.2425060879502,56.3198235517236,45.1097868394012,52.0874445019018,54.0253187819976,40.4575198613867,56.3302400127683,59.9953723131491,41.6938858355531,33.9659291603709,51.295391734948
"ENSG00000215912.13",35.1072949368937,15.7974032738716,32.7831808733914,30.8645909953798,48.4321852386105,32.976493282518,39.1089358660071,41.040603437874,20.5954263164542,22.4505539114517,16.9829645801855,19.0866573897481
"ENSG00000169717.7",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000142611.17",319.086302870879,282.917131359337,287.483278428201,255.622125423273,295.162185510777,317.837265042142,307.477150946539,280.846482349373,348.331340743507,389.677471463054,415.021196928282,350.717329536621
"ENSG00000130762.15",632.711470973796,613.226472540289,626.242814119912,629.954216213392,563.823741362692,557.793875736209,485.49023833664,482.830628680871,578.46284349693,724.832169141154,712.223077081527,701.434659073242
"ENSG00000162591.17",492.282291226221,511.2614150453,548.067536652594,534.986243919916,377.405518934832,409.750469723202,389.740774664692,387.873938373633,399.372179875589,328.7402537034,394.853926489312,381.733147794962
"ENSG00000158109.15",174.75631257476,259.939090233706,187.452547045289,174.899348973819,214.746481718367,211.189882511445,214.424855265349,179.45205032639,208.640623118862,176.397209304263,193.18122209961,171.779916507733
"ENSG00000116213.16",168.51501569709,205.366242560331,173.162442562016,220.00913581322,169.969555743048,183.124781845472,155.087159468649,181.061485755327,199.686089937795,190.829708247339,192.119786813348,220.689476068962
"ENSG00000078900.15",124.045775443691,146.4850121759,158.872338078743,129.789562134417,94.1229260297524,93.3164597143594,140.252735519474,97.3708434506423,149.540704123819,131.49610148136,141.170893072792,155.079091291703
"ENSG00000162592.10",0,0,0.840594381369009,0,0,0,0,0.804717714468118,0,0,1.06143528626159,0
"ENSG00000235169.11",53.051023460195,37.3393168291511,37.8267471616054,44.3183870702889,38.3802222645592,45.6057885822057,47.2004398382845,28.1651200063841,49.2499324958686,56.1263847786292,53.0717643130795,41.7520630400739
"ENSG00000130764.10",439.231267766026,432.274398675942,469.892259185276,459.011866085135,478.838963491168,441.323707972422,427.501126535319,434.547565812784,467.426632051699,532.39884990014,475.523008245193,468.816022135687
"ENSG00000116198.14",610.086769792242,564.398135148322,558.154669229022,538.151842996365,628.704593286113,623.746862301245,539.433598151823,652.626066433644,615.176429539305,575.696346729368,555.130654714812,591.686379082191
"ENSG00000169598.17",78.7963730805837,94.7844196432297,94.146570713329,85.4711750641286,71.2775556341814,79.9855368980224,90.3551276904303,74.838747445535,78.7998919933898,93.0094376331569,101.897787481113,101.397867383037
"ENSG00000198912.12",170.855502026216,168.02692573118,190.814924570765,210.512338583872,161.745222400642,182.423154328823,180.710255380861,183.475638898731,199.686089937795,203.65859619674,211.225621966057,206.374483026651
"ENSG00000196581.11",24.96518751068,18.6696584145756,28.5802089665463,15.827995382246,24.6730000272167,13.3309228163371,26.9716799075911,19.3132251472348,19.6999729983475,28.8649978861522,15.9215292939239,27.4370699977629
"ENSG00000131697.18",237.949443461169,284.353258929689,276.555551470404,307.063110415573,275.972074378497,276.441241559832,261.625295103634,266.361563488947,255.20419566041,280.631923893146,257.928774561567,288.68569301994
"ENSG00000069424.16",178.657123123304,166.590798160828,164.756498748326,185.978945741391,191.901111322796,177.511761712278,203.636183302313,191.522816043412,183.567930211874,202.054985203065,212.287057252318,201.602818679214
"ENSG00000116254.18",35.1072949368937,18.6696584145756,31.1019921106533,22.1591935351444,14.6210370531654,23.1537080494275,21.5773439260729,20.9226605761711,25.0726929069877,22.4505539114517,36.0887997328941,35.7874826057777
"ENSG00000285629.1",1.5603242194175,0,0.840594381369009,0,0,0,1.34858399537956,0,0,0,0,0
"ENSG00000116251.11",377.598461099035,403.551847268902,380.789254760161,355.338496331423,371.922630039895,334.676325441725,376.254934710896,389.483373802569,316.095021291666,311.100532772973,309.939103588385,338.788168668029
"ENSG00000158286.13",233.268470802916,221.163645834203,228.641671732371,225.548934197006,233.022778034824,187.334546945368,188.801759353138,193.936969186816,190.731556756728,206.86581818409,200.611269103441,189.673657810622
"ENSG00000116237.16",891.725291397101,822.901097811676,805.289417351511,838.88375525904,696.326889657003,707.942164299163,749.812701431033,734.707273309392,839.03975906598,776.147720938758,770.602017825915,846.970421670071
"ENSG00000173673.9",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000158292.7",104.541722700972,91.9121645025258,83.2188437555319,99.71637090815,106.002518635449,86.3001845478663,67.4291997689778,90.1283840204292,116.408931353871,107.441936576233,126.310799065129,101.397867383037
"ENSG00000097021.21",580.44060962331,557.217497296563,560.676452373129,546.065840687488,532.754037624715,492.542516687822,538.085014156443,501.339136113638,648.308202309252,718.417725166454,719.653124085359,656.10384777259
"ENSG00000069812.11",90.498804726215,109.145695346749,109.277269577971,95.7593720625885,95.9505556613981,90.5099496477622,83.6122077135325,104.613302880855,77.9044386752831,83.3877716711062,52.0103290268179,84.6970421670071
"ENSG00000187017.18",1065.70144186215,1048.37312635693,1115.46874407668,1093.7144809132,1120.3369641988,1025.07780182466,1014.13516452543,1021.99149737451,977.835023372519,1029.51825793943,955.291757635432,957.911617747982
"ENSG00000215788.11",145.890314515536,176.643691153292,151.306988646422,162.236952668022,158.089963137351,135.414110713319,167.224415427065,168.186002323837,169.240677122167,208.469429177766,179.382563378209,187.287825636903
"ENSG00000171680.23",266.035279410684,303.022917344265,237.047615546061,246.916727963038,321.662815169639,253.989161027054,325.008742886473,239.001161197031,304.454128156279,372.037750532628,373.62522076408,349.524413449762
"ENSG00000162408.11",560.156394770882,584.50392113325,529.574460262476,584.844429373991,486.14948201775,522.712499903743,511.113334248852,527.894820691085,556.076510544262,535.60607188749,568.929313436213,557.091812563272
"ENSG00000173662.21",0,1.43612757035197,0,0,0.913814815822839,0,0,0,0,0,0,0
"ENSG00000204859.13",100.640912152429,136.432119183437,100.030731382912,125.832563288856,127.934074215197,119.276677830384,121.37255958416,111.855762311068,106.558944854698,129.892490487685,127.372234351391,78.7324617327109
"ENSG00000162413.17",240.289929790295,281.481003788985,231.163454876478,276.198519420193,261.351037325332,265.215201293443,248.139455149838,226.125677765541,305.349581474386,293.460811842547,300.38618601203,238.583217371851
"ENSG00000116273.6",193.48020320777,182.3882014347,205.105029054038,206.555339738311,193.728740954442,166.285721445889,210.379103279211,197.960557759157,194.313370029154,195.640541228365,161.338163511762,167.008252160296
"ENSG00000041988.16",98.3004258233025,110.581822917101,88.262410043746,100.507770677262,91.3814815822839,94.0180872310088,106.538135634985,100.589714308515,110.140758127124,112.252769557258,110.389269771205,89.4687065144442
"ENSG00000007923.17",879.242697641761,865.984924922235,856.56567461502,897.44733817335,822.433334240555,813.88791931321,844.213581107602,720.222354448966,1048.57583550295,1100.07714166113,1108.1384388571,1066.46698165217
"ENSG00000171735.20",330.78873451651,291.533896781449,312.701109869271,307.854510184685,282.368778089257,312.224244908947,319.614406904955,325.10595664512,286.545061794145,344.776363640151,341.782162176232,276.756532151347
"ENSG00000049245.13",339.370517723306,323.128703329192,356.41201770046,341.884700256514,358.215407802553,358.531661007802,358.723342770962,333.957851504269,351.017700697827,339.965530659125,360.887997328941,374.575651273806
"ENSG00000049246.15",365.115867343695,292.970024351801,374.905094090578,394.117085017926,395.681815251289,409.750469723202,423.455374549181,378.217325800015,420.86305951015,415.335247361856,435.188467367252,416.32771431388
"ENSG00000049247.14",0,0,0,0,0,0,0,0,0.895453318106702,0,0,0
"ENSG00000049249.10",2.34048632912625,0,0,0,0,0,0,0,1.7909066362134,0,0,0
"ENSG00000116288.13",1057.89982076506,1127.36014272629,1075.96080815233,1111.91667560278,1057.28374190702,1064.36894275702,1038.40967644226,1054.18020595323,1139.01662063173,1061.59047781293,1092.21690956318,1049.76615643614
"ENSG00000116285.13",279.298035275732,264.247472944762,289.164467190939,244.542528655701,305.214148484828,310.119362358999,376.254934710896,368.560713226398,370.717673696175,424.956913323907,391.669620630527,362.646490405214
"ENSG00000162426.16",4.6809726582525,2.87225514070393,4.20297190684505,3.16559907644921,10.0519629740512,2.10488254994796,5.39433598151823,5.63302400127683,3.58181327242681,4.81083298102536,1.06143528626159,5.96458043429628
"ENSG00000142599.20",1868.48825275246,1914.35805127917,1916.55518952134,1813.09687103628,1935.45977991277,1871.24058690373,2026.92174505547,1849.24130784774,1691.51131790356,1682.1879323652,1552.87982380071,1612.82254943371
"ENSG00000074800.16",8360.99732974867,8204.59680942078,8163.01203747445,8361.13856067147,7637.66423064729,7433.04191138289,7295.8394150034,7277.86700964966,8324.1340451199,8673.93186478872,8347.12709116115,8577.06666451805
"ENSG00000131686.15",0,0,0,0,0,0,0,0,0.895453318106702,0,0,0
"ENSG00000197241.4",0,0,0.840594381369009,0,0,0,0,0,0,0,0,0
"ENSG00000142583.18",1.5603242194175,0,0,0.791399769112302,2.74144444746852,0.701627516649319,0,2.41415314340435,1.7909066362134,0,1.06143528626159,1.19291608685926
"ENSG00000180758.12",218.44539071845,238.397176678426,268.149607656714,249.290927270375,209.26359282343,248.376140893859,187.453175357758,233.368137195754,235.504222662063,262.99220296272,226.085715973719,208.76031520037
"ENSG00000049239.13",521.928451395154,562.96200757797,556.473480466284,607.795022678248,564.737556178514,569.019916002598,658.108989745224,505.362724685978,396.685819921269,368.830528545278,349.212209180063,399.626889097851
"ENSG00000171621.14",81.9170215194187,123.506971050269,109.277269577971,96.5507718317008,120.623555688615,120.679932863683,149.692823487131,113.465197740005,171.03158375838,192.433319241014,187.874045668302,156.272007378562
"ENSG00000171612.7",108.442533249516,145.048884605549,116.002024628923,111.587367444835,108.743963082918,115.066912730488,93.0522956811894,111.0510445966,149.540704123819,125.081657506659,137.986587214007,139.571182162533
"ENSG00000188807.13",315.185492322335,311.639682766376,281.599117758618,302.314711800899,238.505666929761,216.80290264464,254.882375126736,246.243620627244,381.463113513455,421.749691336557,386.362444199219,376.961483447525
"ENSG00000171608.18",24.1850254009712,24.4141686959834,26.0584258224393,30.8645909953798,23.7591852113938,33.6781207991673,22.9259279214525,22.5320960051073,34.0272260880547,27.261386892477,63.6861171756955,28.6299860846221
"ENSG00000171603.18",2318.6417900544,2276.26219900787,2208.24143985639,2317.21852396082,2353.07315074381,2320.98382507595,2335.74747999739,2231.48222222009,2257.437814947,2389.38038057593,2196.10960727523,2302.32804763836
"ENSG00000178585.15",308.164033334956,300.150662203561,328.672403115283,335.553502103616,318.007555906348,311.522617392298,341.191750831028,300.159707496608,259.681462250944,291.857200848872,271.727433282967,344.752749102325
"ENSG00000162441.12",364.335705233986,402.11571969855,369.020933420995,348.215898409413,353.646333723439,368.354446240893,368.163430738619,381.436196657888,316.990474609773,328.7402537034,305.693362443338,360.260658231495
"ENSG00000173614.14",120.144964895147,106.273440206045,105.914892052495,100.507770677262,116.054481609501,126.292952996877,148.344239491751,121.512374884686,94.9180517193104,64.1444397470048,81.7305170421425,94.2403708618812
"ENSG00000162444.12",19.5040527427187,7.18063785175983,20.1742651528562,11.8709965366845,14.6210370531654,7.71790268314251,18.8801759353138,10.4613302880855,11.6408931353871,17.6397209304263,7.43004700383114,14.3149930423111
"ENSG00000130939.20",1394.92985215924,1477.77526989217,1429.01044832732,1502.86816154426,1285.73744586273,1332.39065411706,1308.12647551817,1190.98221741281,1002.0122629614,1032.72547992678,1008.36352194851,962.683282095419
"ENSG00000054523.20",1057.11965865536,1131.66852543735,1101.1786395934,1025.65410076954,1076.4738530393,1112.78124140582,1088.3072842713,1050.15661738089,1042.3076622762,1031.1218689331,1020.03931009739,1043.80157600185
"ENSG00000142657.21",2281.19400878838,2129.77718683197,2226.73451624651,2104.33198606961,2372.26326187609,2307.65290225961,2329.00456002049,2365.0653628218,2379.21946620951,2341.27205076567,2226.89123057682,2330.95803372299
"ENSG00000251503.8",0,0,0,0,0,0,0,0,0,0,3.18430585878477,0
"ENSG00000175279.22",3.120648438835,8.61676542211179,8.40594381369009,6.33119815289841,7.31051852658271,4.20976509989591,13.4858399537956,8.04717714468118,5.37271990864021,11.2252769557258,11.6757881488775,2.38583217371851
"ENSG00000241563.4",3.120648438835,1.43612757035197,0.840594381369009,3.95699884556151,0.913814815822839,0.701627516649319,2.69716799075911,1.60943542893624,0.895453318106702,3.20722198735024,2.12287057252318,0
"ENSG00000160049.12",714.628492493215,805.667566967453,661.54777813741,681.395201205692,746.586704527259,748.636560264824,718.795269537304,748.38747445535,840.830665702193,728.039391128504,808.813688131332,788.517533413968
"ENSG00000142655.13",198.161175866022,195.313349567867,210.989189723621,230.29733281168,218.401740981658,203.471979828303,199.590431316174,214.859629762988,222.967876208569,221.298317127167,226.085715973719,226.654056503259
"ENSG00000130940.15",1126.55408641943,1084.27631561573,1129.75884855995,1191.84805228313,1193.44214946463,1179.43585548751,1216.42276383236,1031.64810994813,1068.2758085013,1194.69019028796,1150.59585030756,1067.65989773903
"ENSG00000175262.15",3.90081054854375,4.3083827110559,5.88416066958307,3.95699884556151,0.913814815822839,6.31464764984387,0,0.804717714468118,2.68635995432011,3.20722198735024,2.12287057252318,5.96458043429628
"ENSG00000120948.19",1461.24363148449,1453.36110119619,1492.89562131136,1367.53880102606,1296.70322365261,1304.32555345108,1309.47505951355,1437.22583804006,1474.81161492174,1411.17767443411,1424.44615416305,1437.4638846654
"ENSG00000009724.18",1.5603242194175,2.87225514070393,3.36237752547604,3.95699884556151,7.31051852658271,4.91139261654523,4.04575198613867,3.21887085787247,5.37271990864021,4.81083298102536,3.18430585878477,3.57874826057777
"ENSG00000116649.10",1453.4420103874,1507.93394886956,1374.37181353833,1498.9111626987,1255.58155694058,1237.6709393694,1298.68638755051,1178.91145169579,1709.42038426569,2039.79318395475,1897.84629183572,1779.83080159401
"ENSG00000171824.14",884.703832409722,794.178546404637,857.406268996389,880.827943021992,830.657667582961,799.855368980224,805.104645241595,798.279972752373,923.21237096801,938.112431299945,876.745546452074,941.210792531953
"ENSG00000198793.14",1389.46871739128,1430.38306007056,1447.50352471743,1437.97338047705,1376.2051126292,1436.23152658116,1310.82364350893,1326.17479344346,1413.92078929048,1427.21378437086,1424.44615416305,1340.8376816298
"ENSG00000171819.5",2.34048632912625,1.43612757035197,0,0.791399769112302,0,0.701627516649319,1.34858399537956,0,0,1.60361099367512,0,2.38583217371851
"ENSG00000120942.14",191.139716878644,166.590798160828,181.568386375706,170.942350128257,139.813666820894,148.043406013006,155.087159468649,178.647332611922,211.326983073182,227.712761101867,165.583904656808,169.394084334014
"ENSG00000204624.8",53.8311855699037,50.2644649623188,64.7257673654137,46.6925863776258,42.0354815278506,51.2188087154003,36.411767875248,37.0170148655334,30.4454128156279,40.090274841878,29.7201880153245,23.8583217371851
"ENSG00000116661.11",26.5255117300975,22.9780411256314,26.8990202038083,30.8645909953798,27.4144444746852,31.5732382492194,48.549023833664,28.9698377208523,16.1181597259206,25.6577758988019,14.8600940076623,27.4370699977629
"ENSG00000132879.14",68.65426565437,87.6037817914699,100.030731382912,93.3851727552516,115.140666793678,112.260402663891,74.1721197458756,81.2764891612799,72.5317187666429,81.7841606774311,81.7305170421425,96.6262030355997
"ENSG00000116670.16",241.850254009712,300.150662203561,256.381286317548,271.450120805519,212.005037270899,219.609412711237,231.956447205284,218.07850062086,243.563302525023,266.19942495007,258.990209847828,250.512378240444
