"","FBS10-MCF7-diABZI-1","FBS10-MCF7-diABZI-2","FBS10-MCF7-MA2-1","FBS10-MCF7-MA2-2","FBS10-MCF7-mock-1","FBS10-MCF7-mock-2"
"ENSG00000131584.19",735.645470063245,849.21787067104,752.436919669213,797.369072384193,728.416263222008,711.981795986865
"ENSG00000169972.13",288.446730554664,286.839198896052,351.70297122383,321.327835139899,296.76218131267,259.008059551502
"ENSG00000127054.22",795.886187746651,962.215130842212,858.98500478528,797.369072384193,819.161723623403,873.426281536904
"ENSG00000224051.7",279.942158646418,352.899135611507,342.273937142762,314.187216581234,269.783801193336,357.73310467203
"ENSG00000169962.5",4.96100027980994,1.7384193872488,11.3148408972814,2.38020618622147,12.2629000542426,4.64588447626013
"ENSG00000107404.21",669.026323448654,714.490368159258,766.580470790815,772.376907428868,687.948693043007,779.347120892637
"ENSG00000162576.17",2.83485730274854,6.08446785537081,4.71451704053392,2.38020618622147,0,0
"ENSG00000175756.14",1258.67664242035,1435.93441386751,1403.983174671,1328.15505191158,1417.59124627044,1325.2385468532
"ENSG00000221978.13",1146.69977896178,1098.68105274124,1122.99795905518,1178.20206217963,935.659274138707,964.021028823977
"ENSG00000242485.6",621.542463627616,639.738334507559,705.291749263874,666.457732142012,737.000293259978,630.678817652313
"ENSG00000235098.9",0,0,0,0,0,0
"ENSG00000205116.4",0,0,0,3.57030927933221,0,0
"ENSG00000179403.12",590.359033297383,724.920884482751,619.487539126157,624.804123883137,656.065152901977,533.11524365085
"ENSG00000215915.10",51.7361457751608,46.0681137620933,46.2022669972324,69.0259794004227,29.4309601301821,46.4588447626013
"ENSG00000160072.20",556.3407456644,516.310558012894,544.055266477614,503.413608385842,494.194872185975,466.911389864143
"ENSG00000197785.14",659.104322889035,684.937238576028,632.688186839652,646.22597955913,703.890463113523,606.287924151947
"ENSG00000205090.9",1.41742865137427,1.7384193872488,6.60032385674748,8.33072165177516,8.58403003796979,9.29176895252026
"ENSG00000160075.12",1708.00152490599,1739.28859694243,1685.91129369493,1861.32123762519,1854.15048820147,1743.36814971661
"ENSG00000228594.4",484.76059877,531.087122804509,556.313010783002,540.306804272274,548.151632424642,482.010514411988
"ENSG00000197530.13",330.969590095892,326.822844802775,313.986834899559,278.484123787912,246.484291090275,282.237481932803
"ENSG00000189409.14",0.708714325687134,4.34604846812201,0.942903408106783,5.95051546555368,1.22629000542426,1.16147111906503
"ENSG00000248333.9",596.02874790288,606.708366149832,575.171078945138,526.025567154946,600.882102657885,623.709990937922
"ENSG00000189339.12",786.672901512719,745.781917129736,716.606590161155,706.921237307778,789.730763493221,700.367084796214
"ENSG00000008128.23",29.0572873531725,52.1525816174641,35.8303295080578,29.7525773277684,25.7520901139094,22.0679512622356
"ENSG00000008130.15",633.590607164298,608.446785537081,630.802380023438,654.556701210905,603.334682668734,619.064106461662
"ENSG00000078369.19",3072.27660185373,3348.19573984119,3281.30386021161,3531.03587725956,3277.87318449904,3296.25503590656
"ENSG00000169885.10",19.1352867935526,15.6457744852392,14.1435511216018,17.851546396661,17.1680600759396,6.96882671439019
"ENSG00000178821.13",31.892144655921,53.0217913110885,46.2022669972324,30.9426804208792,46.5990202061217,41.8129602863412
"ENSG00000142609.20",2.83485730274854,5.21525816174641,8.48613067296105,3.57030927933221,0,1.16147111906503
"ENSG00000187730.9",17.0091438164912,25.2070811151076,11.3148408972814,16.6614433035503,17.1680600759396,13.9376534287804
"ENSG00000067606.17",546.41874510478,466.765605476304,441.278794993975,464.140206313187,410.807151817126,391.415767124916
"ENSG00000162585.17",273.563729715234,295.531295832296,244.211982699657,288.004948532798,234.221391036033,256.685117313372
"ENSG00000157933.11",1170.08735170946,1215.15515168691,1220.11701009018,1136.54845392075,1272.88902563038,1147.53346563625
"ENSG00000116151.14",177.887295747471,168.626680563134,185.751971397036,165.424329942392,186.396080824487,154.475658835649
"ENSG00000157916.20",683.200609962397,672.768302865287,753.37982307732,752.145154845986,717.37965317319,703.85149815341
"ENSG00000157911.11",289.155444880351,345.945458062512,309.272317859025,364.171546491885,345.81378152964,271.784241861218
"ENSG00000149527.18",22.6788584219883,14.7765647916148,25.4583920188832,28.5624742346577,28.2046701247579,18.5835379050405
"ENSG00000157881.16",315.377874930775,317.261538172906,269.67037471854,217.788866039265,283.272991253003,296.175135361583
"ENSG00000197921.6",0,0,0,0,0,0
"ENSG00000157873.18",24.0962870733626,24.3378714214832,15.0864545297085,17.851546396661,12.2629000542426,16.2605956669105
"ENSG00000157870.17",385.540593173801,472.850073331674,390.362010956208,464.140206313187,397.317961757459,434.390198530322
"ENSG00000142606.16",50.3187171237865,59.1062591664593,58.4600113026206,77.3567010521979,51.5041802278187,72.011209382032
"ENSG00000215912.13",34.0182876329824,33.8991780513516,36.7732329161646,32.1327835139899,34.3361201518792,39.4900180482111
"ENSG00000169717.7",0,0,0,0,0,1.16147111906503
"ENSG00000142611.17",323.88244683902,385.05989427561,446.936215442615,405.825154750761,333.550881475398,327.534855576339
"ENSG00000130762.15",802.264616677836,775.335046712966,759.980146934067,822.361237339519,775.01528342813,783.993005368897
"ENSG00000162591.17",523.739886682792,689.28328704415,414.877499566985,434.387628985419,435.332951925611,414.645189506217
"ENSG00000158109.15",264.350443481301,245.986343295706,306.443607634705,274.91381450858,248.936871101124,304.305433195038
"ENSG00000116213.16",272.146301063859,305.961812155789,272.49908494286,263.012783577473,241.579131068578,247.393348360852
"ENSG00000078900.15",182.848296027281,181.6648259675,190.46648843757,196.367010363272,210.921880932972,145.183889883129
"ENSG00000162592.10",0,0,0,0,0,0
"ENSG00000235169.11",37.5618592614181,38.2452265194737,48.088073813446,40.463505165765,39.2412801735762,30.1982490956908
"ENSG00000130764.10",625.086035256052,633.653866652189,645.888834553147,623.614020790026,658.517732912825,608.610866390077
"ENSG00000116198.14",812.895331563143,870.94811301165,802.410800298873,834.262268270626,771.336413411857,781.670063130767
"ENSG00000169598.17",128.277292949371,111.258840783923,145.207124848445,133.291546428403,137.344480607517,106.855342953983
"ENSG00000198912.12",245.923871013435,241.640294827584,268.727471310433,255.872165018808,230.54252101976,271.784241861218
"ENSG00000196581.11",58.114574706345,66.9291464090789,40.5448465485917,42.8437113519865,42.9201501898489,31.3597202147559
"ENSG00000131697.18",333.095733072953,419.828282020586,333.787806469801,380.832989795436,371.565871643549,389.092824886786
"ENSG00000069424.16",225.371155568509,222.517681567847,203.667136151065,179.705567059721,203.564140900426,191.64273464573
"ENSG00000116254.18",53.8622887522222,78.2288724261961,51.8596874458731,66.6457732142013,52.730470233243,60.3964981913817
"ENSG00000285629.1",0.708714325687134,0,0,0,0,0
"ENSG00000116251.11",389.084164802237,305.092602462165,358.303295080578,334.418969164117,391.186511730338,406.514891672761
"ENSG00000158286.13",287.029301903289,368.544910096746,259.298437229365,227.309690784151,206.016720911275,216.033628146096
"ENSG00000116237.16",1024.09220061791,1008.28324460431,1084.3389193228,1022.29855698212,1027.63102454553,1233.48232844706
"ENSG00000173673.9",0,0,0,0,0,0
"ENSG00000158292.7",192.061582261213,176.449567805753,125.406153278202,159.473814476839,154.512540683456,138.215063168739
"ENSG00000097021.21",858.253048407119,897.893613514007,857.099197969066,959.223093047254,826.519463655948,859.488628108124
"ENSG00000069812.11",181.430867375906,162.542212707763,121.634539645775,157.093608290617,83.3877203688494,119.631525263698
"ENSG00000187017.18",1055.27563094814,1341.19055726245,1022.10729438775,1067.52247452033,891.512833943434,944.276019799871
"ENSG00000215788.11",99.2200055961987,137.335131592655,127.291960094416,140.432164987067,123.85529054785,147.506832121259
"ENSG00000171680.23",253.011014270307,330.299683577273,258.355533821259,279.674226881023,286.951861269276,220.679512622356
"ENSG00000162408.11",743.441327645804,738.828239580741,749.608209444893,794.988866197972,903.775733997676,788.638889845157
"ENSG00000173662.21",0,0,0,0,0,0
"ENSG00000204859.13",136.781864857617,128.643034656411,151.807448705192,129.72123714907,131.213030580395,108.016814073048
"ENSG00000162413.17",323.88244683902,332.907312658146,310.215221267132,321.327835139899,350.718941551337,306.628375433169
"ENSG00000116273.6",270.020158086798,215.564004018852,262.127147453686,252.301855739476,285.725571263852,223.002454860486
"ENSG00000041988.16",132.529578903494,120.820147413792,169.722613459221,139.242061893956,123.85529054785,126.600351978089
"ENSG00000007923.17",1118.3512059343,1239.4930231084,1133.36989654435,1329.34515500469,1200.53791531035,1310.13942230536
"ENSG00000171735.20",438.694167600336,417.220652939713,379.990073467034,402.254845471429,370.339581638125,398.384593839306
"ENSG00000049245.13",369.240163682997,432.866427424952,415.820402975091,445.098556823415,441.464401952732,409.999305029956
"ENSG00000049246.15",360.026877449064,403.313297841722,423.363630239946,483.181855802959,358.076681583883,455.296678673493
"ENSG00000049247.14",0,0,0,0,0,0
"ENSG00000049249.10",0,0.869209693624401,0,0,0,0
"ENSG00000116288.13",1374.19707750735,1362.05158990944,1386.06800991697,1490.00907257464,1431.08043633011,1504.10509918922
"ENSG00000116285.13",425.937309737967,426.781959569581,602.515277780235,645.035876466019,437.785531936459,439.036083006582
"ENSG00000162426.16",2.83485730274854,7.82288724261961,4.71451704053392,2.38020618622147,2.45258001084851,5.80735559532516
"ENSG00000142599.20",1881.63653469934,2026.12779583848,1866.00584464332,1931.53732011873,1985.36351878187,1741.04520747848
"ENSG00000074800.16",10477.6325909586,10752.9931198275,13231.7635259625,13356.5270139818,12051.9781733096,12319.7241599228
"ENSG00000131686.15",0,0,0,0,0,0
"ENSG00000197241.4",0,0,0,0,0,0
"ENSG00000142583.18",0.708714325687134,0,0.942903408106783,2.38020618622147,0,0
"ENSG00000180758.12",331.678304421579,307.700231543038,361.132005304898,391.543917633432,371.565871643549,371.67075810081
"ENSG00000049239.13",564.845317572646,618.877301860574,688.319487917952,677.168659980009,528.530992337854,591.188799604101
"ENSG00000171621.14",147.412579742924,121.689357107416,164.06519301058,172.564948501057,137.344480607517,155.637129954714
"ENSG00000171612.7",167.256580862164,159.065373933265,173.494227091648,152.333195918174,177.812050786517,150.991245478454
"ENSG00000188807.13",360.026877449064,372.890958564868,322.47296557252,301.096082557016,440.238111947308,415.806660625282
"ENSG00000171608.18",44.6490025182894,48.6757428429665,50.9167840377663,42.8437113519865,40.4675701790004,47.6203158816663
"ENSG00000171603.18",2918.48559317962,3002.25028177868,2783.45086073122,2746.75793889958,2697.83801193336,2821.21334820896
"ENSG00000178585.15",428.772167040716,506.749251383026,460.13686315611,407.015257843872,462.311332044944,383.285469291461
"ENSG00000162441.12",398.297451036169,404.182507535347,408.277175710237,417.726185681869,457.406172023247,493.625225602639
"ENSG00000173614.14",142.451579463114,151.242486690646,143.321318032231,116.630103124852,148.381090656335,150.991245478454
"ENSG00000162444.12",16.3004294908041,6.95367754899521,12.2577443053882,19.0416494897718,7.35774003254553,10.4532400715853
"ENSG00000130939.20",1531.5316578099,1491.56383425947,1476.58673709522,1591.16783548905,1596.62958706238,1637.6742778817
"ENSG00000054523.20",1506.01794208516,1427.24231693127,1521.84610068435,1437.64453647777,1505.88412666099,1363.56709378235
"ENSG00000142657.21",2425.22042250137,2234.73812230834,2566.58307686666,2442.09154706323,2387.58664056103,2602.85677782474
"ENSG00000251503.8",0,0,0,0,0,1.16147111906503
"ENSG00000175279.22",9.92200055961987,6.08446785537081,2.82871022432035,5.95051546555368,2.45258001084851,8.13029783345523
"ENSG00000241563.4",3.54357162843567,0.869209693624401,0,0,1.22629000542426,0
"ENSG00000160049.12",1079.37191802151,1142.14153742246,1091.88214658766,1075.85319617211,1140.44970504456,1204.44555047044
"ENSG00000142655.13",265.767872132675,296.400505525921,221.582300905094,240.400824808369,262.426061160791,229.971281574876
"ENSG00000130940.15",1386.24522104403,1467.22596283799,1431.3273735061,1528.09237155419,1437.21188635723,1319.43119125788
"ENSG00000175262.15",11.3394292109941,4.34604846812201,2.82871022432035,9.52082474488589,4.90516002169702,11.6147111906503
"ENSG00000120948.19",1805.09538752513,1687.13601532496,1750.9716288543,1875.60247474252,1970.64803871678,1944.30265331486
"ENSG00000009724.18",4.96100027980994,7.82288724261961,2.82871022432035,1.19010309311074,4.90516002169702,6.96882671439019
"ENSG00000116649.10",2076.5329742633,2257.33757434257,2427.97627587497,2315.94061919349,2448.90114083224,2365.91666953547
"ENSG00000171824.14",968.103768888625,1029.14427725129,964.590186493239,1024.67876316834,1058.28827468113,1104.55903423085
"ENSG00000198793.14",1946.12953833687,1874.01609945421,1889.57842984599,2081.49030985068,2131.29202942736,1984.95414248214
"ENSG00000171819.5",0.708714325687134,1.7384193872488,0,0,0,1.16147111906503
"ENSG00000120942.14",204.818440123582,186.880084129246,248.926499740191,226.11958769104,174.133180770244,200.934503598251
"ENSG00000204624.8",50.3187171237865,53.0217913110885,42.4306533648053,49.9843299106509,49.0516002169702,41.8129602863412
"ENSG00000116661.11",41.8141452155409,49.5449525365909,30.1729090594171,32.1327835139899,38.0149901681519,27.8753068575608
"ENSG00000132879.14",94.9677196420759,141.681180060777,93.3474374025716,92.8280412626375,123.85529054785,127.761823097154
"ENSG00000116670.16",339.474162004137,377.23700703299,329.073289429267,323.70804132612,362.98184160558,403.030478315566
"ENSG00000116663.11",76.5411471742105,96.4822759923085,92.4045339944648,82.1171134246408,67.4459502983341,77.8185649773572
"ENSG00000162490.7",2.83485730274854,11.2997260171172,6.60032385674748,5.95051546555368,2.45258001084851,4.64588447626013
"ENSG00000177674.16",152.373580022734,167.757470869509,148.035835072765,154.713402104396,120.176420531577,159.121543311909
"ENSG00000215910.8",1.41742865137427,0.869209693624401,0.942903408106783,0,0,3.4844133571951
"ENSG00000177000.13",299.077445439971,318.999957560155,316.815545123879,346.320000095224,296.76218131267,312.435731028494
"ENSG00000011021.23",260.098157527178,225.12531064872,260.241340637472,253.491958832587,256.294611133669,217.195099265161
"ENSG00000175206.11",0,0,0,0,0,0
"ENSG00000120937.9",0,0,0.942903408106783,0,0,0
"ENSG00000116685.16",829.195761053947,786.634772730083,772.237891239456,842.592989922402,930.75411411701,811.868312226458
"ENSG00000083444.17",1111.97277700311,1260.35405575538,1126.76957268761,1091.32453638255,1112.2450349198,1200.96113711324
"ENSG00000116688.18",1349.3920761083,1445.49572049738,1292.7205725144,1337.67587665647,1378.34996609686,1405.38005406869
"ENSG00000116691.11",211.905583380453,300.746553994043,220.639397496987,202.317525828825,206.016720911275,195.127148002925
"ENSG00000120949.15",0,0,0,0,0,0
"ENSG00000028137.19",0,0,0,0,0,0
"ENSG00000048707.15",2808.63487269811,2729.31843798062,2769.30730960962,2647.97938217139,2607.09255153197,2561.0438175384
"ENSG00000162496.9",416.724023504035,460.681137620933,209.324556599706,220.169072225486,349.492651545913,379.801055934266
"ENSG00000204518.3",0,0,0,0,0,0
"ENSG00000188984.12",0,0,0,0,0,0
"ENSG00000157330.10",0,0,0,0,0,0
"ENSG00000116726.5",0,0,0,0,0,0
"ENSG00000116721.9",0,0,0,0,0,0
"ENSG00000239810.3",0,0,0,0,0,0
"ENSG00000179172.10",1.41742865137427,0,0,0,0,1.16147111906503
"ENSG00000120952.4",0,0,0,0,0,0
"ENSG00000243073.4",0,0,0,0,0,0
"ENSG00000187545.5",0,0,0,0,0,0
"ENSG00000204510.6",0,0,0,0,0,0
"ENSG00000232423.6",0,0,0,0,0,0
"ENSG00000274764.6",0,0,0,0,0,0
"ENSG00000277058.3",0,0,0,0,0,0
"ENSG00000229571.7",0,0,0,0,0,0
"ENSG00000275774.3",0,0,0,0,0,0
"ENSG00000280267.6",0,0,0,0,0,0
"ENSG00000179412.11",0,0,0,0,0,0
"ENSG00000204505.5",0,0,0,0,0,0
"ENSG00000279169.3",0,0,0,0,0,0
"ENSG00000279804.3",0,0,0,0,0,0
"ENSG00000270601.5",0,0,0,0,0,0
"ENSG00000182330.11",0,0,0,0,0,0
"ENSG00000237700.2",0,0,0,0,0,0
"ENSG00000204501.7",0,0,0,0,0,0
"ENSG00000204481.8",0,0,0,0,0,0
"ENSG00000204480.9",0,0,0,0,1.22629000542426,0
"ENSG00000204479.4",0,0,0,0,0,0
"ENSG00000204478.11",0,0,0,0,0,0
"ENSG00000162494.6",0,0,0,0,1.22629000542426,0
"ENSG00000162493.17",0,0,0,0,0,0
"ENSG00000116731.23",858.961762732806,863.125225769031,820.325965052902,777.137319801311,763.978673379311,821.160081178978
"ENSG00000189337.17",649.182322329415,558.90183300049,554.427203966789,555.778144482714,565.319692500582,586.542915127841
"ENSG00000171729.14",168.674009513538,166.888261175885,119.748732829561,128.53113405596,132.43932058582,170.73625450256
"ENSG00000142621.21",15.5917151651169,5.21525816174641,3.77161363242713,7.14061855866442,4.90516002169702,13.9376534287804
"ENSG00000142634.13",564.136603246959,591.931801358217,521.425584683051,521.265154782503,565.319692500582,531.953772531785
"ENSG00000162438.12",0,0,0,0,0,0
"ENSG00000142615.8",0,0,0,0,0,0
"ENSG00000215704.10",0,0,0,0,0,0
"ENSG00000132906.18",72.9975755457748,65.1907270218301,56.574204486407,67.835876307312,73.5774003254553,56.9120848341866
"ENSG00000116138.13",307.582017348216,283.362360121555,330.016192837374,298.715876370795,296.76218131267,342.633980124185
"ENSG00000116771.6",191.352867935526,226.863730035969,240.44036906723,166.614433035503,253.842031122821,180.02802345508
"ENSG00000197312.12",868.175048966739,783.157933955586,967.41889671756,852.113814667287,924.622664089889,873.426281536904
"ENSG00000215695.2",1.41742865137427,0,2.82871022432035,0,1.22629000542426,0
"ENSG00000116786.13",925.580909347397,951.784614518719,957.989862636492,934.230928091928,951.601044209222,903.624530632595
"ENSG00000162461.8",10.630714885307,13.9073550979904,12.2577443053882,3.57030927933221,11.0366100488183,8.13029783345523
"ENSG00000162460.7",0,0,0,0,0,0
"ENSG00000162458.13",128.986007275058,106.912792315801,95.2332442187851,121.390515497295,72.3511103200311,73.172680501097
"ENSG00000233954.7",41.8141452155409,23.4686617278588,17.9151647540289,32.1327835139899,34.3361201518792,42.9744314054062
"ENSG00000065526.13",3551.36748601823,3583.75156681341,3280.3609568035,3598.87175356687,3661.70195619683,3464.66834817099
"ENSG00000116809.12",364.279163403187,414.613023858839,369.618135977859,298.715876370795,311.477661377761,336.826624528859
"ENSG00000183888.4",15.5917151651169,10.4305163234928,20.7438749783492,19.0416494897718,11.0366100488183,15.0991245478454
"ENSG00000173641.18",0,0,0,0,0,0
"ENSG00000186510.12",5.66971460549707,0,0,4.76041237244295,7.35774003254553,2.32294223813006
"ENSG00000184908.20",0,0,0,0,1.22629000542426,0
"ENSG00000185519.9",52.4448601008479,63.4523076345813,36.7732329161646,51.1744330037617,52.730470233243,46.4588447626013
"ENSG00000142627.13",340.891590655511,433.735637118576,279.099408799608,234.450309342815,236.673971046881,243.908935003657
"ENSG00000142632.17",447.907453834269,478.934541187045,416.763306383198,485.562061989181,440.238111947308,450.650794197233
"ENSG00000132881.12",77.9585758255847,78.2288724261961,70.7177556080088,94.0181443557482,82.1614303634251,95.2406317633326
"ENSG00000037637.11",308.99944599959,321.607586641028,311.158124675239,346.320000095224,362.98184160558,422.775487339672
"ENSG00000055070.17",1766.82481393802,1914.86895505456,1817.91777082988,1825.61814483187,2087.14558923208,2032.57445836381
"ENSG00000187144.11",2.83485730274854,0.869209693624401,0,4.76041237244295,1.22629000542426,0
"ENSG00000157191.20",419.558880806783,450.25062129744,398.848141629169,453.429278475191,432.880371914762,454.135207554428
"ENSG00000219481.11",1903.60667879564,1886.18503516495,1349.29477700081,1354.33731996002,1819.8143680496,1692.26342047775
"ENSG00000058453.17",688.161610242207,860.517596688157,759.980146934067,730.723299169992,772.562703417281,729.40386277284
"ENSG00000117122.14",104.889720201696,120.820147413792,101.833568075533,130.911340242181,66.2196602929098,84.7873916917474
"ENSG00000159363.19",703.044611081637,784.02714364921,731.693044690864,812.840412594633,670.780632967068,756.117698511336
"ENSG00000288636.1",0,0,0,0,0,0
"ENSG00000117118.10",1092.12877588387,1182.99439302281,1133.36989654435,1196.05360857629,1199.31162530492,1221.86761725641
"ENSG00000117115.13",1374.90579183304,1341.19055726245,981.562447839162,1065.14226833411,1266.75757560326,1307.81648006723
"ENSG00000142623.11",2.1261429770614,3.47683877449761,1.88580681621357,1.19010309311074,2.45258001084851,3.4844133571951
"ENSG00000142619.4",47.483859821038,61.7138882473325,27.3441988350967,22.611958769104,57.63563025494,48.7817870007314
"ENSG00000159339.13",1.41742865137427,3.47683877449761,0,2.38020618622147,3.67887001627277,0
"ENSG00000276747.1",0,0.869209693624401,0,0,0,0
"ENSG00000179051.14",4086.44680191201,4134.83051257128,4040.34110373757,3959.47299077942,4177.97004848044,3938.54856474952
"ENSG00000074964.17",648.473608003728,652.776479911925,616.658828901836,529.595876434278,548.151632424642,576.089675056256
"ENSG00000117148.8",14.1742865137427,29.5531295832296,18.8580681621357,19.0416494897718,15.9417700705153,22.0679512622356
"ENSG00000117154.12",0,0,0.942903408106783,0,0,0
"ENSG00000179023.9",77.9585758255847,81.7057112006937,17.9151647540289,15.4713402104396,34.3361201518792,19.7450090241055
"ENSG00000009709.12",0,0,0,0,1.22629000542426,0
"ENSG00000179002.6",0,0,0,0,0,0
"ENSG00000159423.17",644.930036375292,650.168850831052,634.573993655865,710.49154658711,551.830502440915,566.797906103736
"ENSG00000169991.11",258.680728875804,316.392328479282,228.182624761842,234.450309342815,239.12655105773,225.325397098616
"ENSG00000127481.15",5384.81144657084,5475.1518601401,5361.34877849517,5542.3101046167,5525.6627644417,5564.60813144057
"ENSG00000127463.16",1052.44077364539,962.215130842212,1103.19698748494,1137.73855701386,1091.39810482759,1121.98110101682
"ENSG00000053372.5",827.778332402572,766.642949776722,800.524993482659,874.725773436391,979.80571433398,1029.06341149162
"ENSG00000211454.16",6.37842893118421,8.69209693624401,11.3148408972814,1.19010309311074,11.0366100488183,12.7761823097154
"ENSG00000162482.5",9.92200055961987,15.6457744852392,11.3148408972814,17.851546396661,13.4891900596668,20.9064801431706
"ENSG00000053371.13",798.7210450494,879.640209947894,752.436919669213,746.194639380432,772.562703417281,636.486173247638
"ENSG00000040487.13",145.99515109155,139.073550979904,105.60518170796,139.242061893956,112.818680499032,111.501227430243
"ENSG00000077549.19",2282.06012871257,2240.82259016371,2294.0839919238,2282.61773258639,2371.64487049051,2262.54573993868
"ENSG00000173436.15",46.7751454953508,46.9373234557177,55.6313010783002,49.9843299106509,46.5990202061217,34.844133571951
"ENSG00000158747.15",41.1054308898538,31.2915489704784,53.7454942620867,47.6041237244295,53.9567602386673,55.7506137151215
"ENSG00000270136.6",1.41742865137427,0,0,0,0,0
"ENSG00000158748.4",4.2522859541228,2.6076290808732,1.88580681621357,1.19010309311074,8.58403003796979,8.13029783345523
"ENSG00000162542.14",262.933014829927,252.940020844701,271.556181534754,284.434639253466,263.652351166215,259.008059551502
"ENSG00000178828.7",0,0,0,0,0,0
"ENSG00000169914.6",201.274868495146,197.310600452739,218.753590680774,204.697732015047,237.900261052306,219.518041503291
"ENSG00000188784.4",0,0,0,0,0,0
"ENSG00000188257.12",0.708714325687134,0,0.942903408106783,2.38020618622147,1.22629000542426,0
"ENSG00000127472.11",0,0,0,0,0,0
"ENSG00000117215.15",0,0,0,0,0,0
"ENSG00000158786.5",0,3.47683877449761,1.88580681621357,1.19010309311074,2.45258001084851,2.32294223813006
"ENSG00000187980.7",0,0,0,0,0,0
"ENSG00000162543.6",0,0,0,0,0,0
"ENSG00000158816.16",0.708714325687134,0.869209693624401,0,0,0,0
"ENSG00000162545.6",961.725339957441,968.299598697583,1126.76957268761,941.371546650593,859.629293802403,789.800360964222
"ENSG00000090432.7",232.45829882538,216.433213712476,236.668755434803,258.25237120503,221.95849098179,232.294223813006
"ENSG00000183114.8",0,0,0,0,0,0
"ENSG00000158825.6",3.54357162843567,0.869209693624401,10.3719374891746,9.52082474488589,2.45258001084851,6.96882671439019
"ENSG00000158828.8",512.400457471798,538.910010047129,562.91333463975,573.629690879375,511.362932261915,487.817870007314
"ENSG00000244038.11",1445.06851007607,1535.89352863432,1588.79224265993,1560.22515506818,1431.08043633011,1430.93241868812
"ENSG00000117245.13",5.66971460549707,16.5149841788636,10.3719374891746,13.0911340242181,8.58403003796979,4.64588447626013
"ENSG00000189410.12",24.0962870733626,34.7683877449761,25.4583920188832,59.5051546555368,23.2995101030609,58.0735559532516
"ENSG00000127483.19",1858.95767627735,1813.1714209005,1746.25711181376,1656.62350561015,1747.46325772956,1820.02524357491
"ENSG00000075151.24",2351.51413262991,2433.78714214832,2456.26337811817,2503.97690790499,2364.28713045796,2415.85992765527
"ENSG00000117298.16",1351.51821908536,1541.10878679606,1322.89348157382,1263.8894848836,1396.74431617823,1404.21858294962
"ENSG00000142794.19",508.856885843362,567.593929936734,509.167840377663,534.356288806721,510.13664225649,598.157626318492
"ENSG00000162551.14",2.83485730274854,0,0,2.38020618622147,1.22629000542426,0
"ENSG00000289715.1",0,0,0,0,0,0
"ENSG00000076864.21",1136.06906407648,1136.92627926072,1245.57540210906,1251.98845395249,1098.75584486013,1001.18810463406
"ENSG00000090686.16",1101.34206211781,1242.96986188289,1133.36989654435,1073.47298998588,1085.26665480047,1171.92435913662
"ENSG00000187942.12",7.08714325687134,12.1689357107416,7.54322726485427,2.38020618622147,6.13145002712128,5.80735559532516
"ENSG00000142798.20",1662.64380806202,2024.38937645123,1320.0647713495,1335.29567047025,1303.54627576598,1296.20176887658
"ENSG00000219073.8",0,0,0,0,0,0
"ENSG00000142789.20",0,0,0,0,0,0
"ENSG00000289694.1",0,0,0,0,0,0
